LocationTime,LOCATION,INDICATOR,TIME,Value
FRA-2007,FRA,EDUADULT,2007,31.532801
FRA-2008,FRA,EDUADULT,2008,30.401829
FRA-2009,FRA,EDUADULT,2009,29.745792
FRA-2010,FRA,EDUADULT,2010,29.233322
FRA-2011,FRA,EDUADULT,2011,28.385553
FRA-2012,FRA,EDUADULT,2012,27.465466
FRA-2013,FRA,EDUADULT,2013,25.153784
FRA-2014,FRA,EDUADULT,2014,22.681496
FRA-2015,FRA,EDUADULT,2015,22.467602
FRA-2016,FRA,EDUADULT,2016,21.89171
FRA-2017,FRA,EDUADULT,2017,21.615114
FRA-2018,FRA,EDUADULT,2018,20.640024
FRA-2019,FRA,EDUADULT,2019,19.56168
FRA-2020,FRA,EDUADULT,2020,18.510624
FRA-1991,FRA,EDUADULT,1991,15.144846
FRA-1992,FRA,EDUADULT,1992,15.980103
FRA-1994,FRA,EDUADULT,1994,17.80175
FRA-1995,FRA,EDUADULT,1995,18.608873
FRA-1997,FRA,EDUADULT,1997,20.023951
FRA-1998,FRA,EDUADULT,1998,20.597754
FRA-1999,FRA,EDUADULT,1999,21.456413
FRA-2000,FRA,EDUADULT,2000,21.58481
FRA-2001,FRA,EDUADULT,2001,23.020861
FRA-2002,FRA,EDUADULT,2002,23.98011
FRA-2003,FRA,EDUADULT,2003,23.917387
FRA-2004,FRA,EDUADULT,2004,24.383652
FRA-2005,FRA,EDUADULT,2005,25.425774
FRA-2006,FRA,EDUADULT,2006,26.183411
FRA-2007,FRA,EDUADULT,2007,26.646099
FRA-2008,FRA,EDUADULT,2008,27.233906
FRA-2009,FRA,EDUADULT,2009,28.588057
FRA-2010,FRA,EDUADULT,2010,29.006897
FRA-2011,FRA,EDUADULT,2011,29.767
FRA-2012,FRA,EDUADULT,2012,30.856123
FRA-2013,FRA,EDUADULT,2013,32.105263
FRA-2014,FRA,EDUADULT,2014,33.539047
FRA-2015,FRA,EDUADULT,2015,34.085361
FRA-2016,FRA,EDUADULT,2016,34.582485
FRA-2017,FRA,EDUADULT,2017,35.213791
FRA-2018,FRA,EDUADULT,2018,36.897491
FRA-2019,FRA,EDUADULT,2019,37.904724
FRA-2020,FRA,EDUADULT,2020,39.717316
FRA-1991,FRA,EDUADULT,1991,35.388546
FRA-1992,FRA,EDUADULT,1992,38.056831
FRA-1994,FRA,EDUADULT,1994,39.969631
FRA-1995,FRA,EDUADULT,1995,40.45187
FRA-1997,FRA,EDUADULT,1997,39.468616
FRA-1998,FRA,EDUADULT,1998,40.124184
FRA-1999,FRA,EDUADULT,1999,40.406479
FRA-2000,FRA,EDUADULT,2000,40.656166
FRA-2001,FRA,EDUADULT,2001,40.846359
FRA-2002,FRA,EDUADULT,2002,40.792923
FRA-2003,FRA,EDUADULT,2003,41.304752
FRA-2004,FRA,EDUADULT,2004,41.428524
FRA-2005,FRA,EDUADULT,2005,41.384293
FRA-2006,FRA,EDUADULT,2006,41.245548
FRA-2007,FRA,EDUADULT,2007,41.821098
FRA-2008,FRA,EDUADULT,2008,42.364265
FRA-2009,FRA,EDUADULT,2009,41.666153
FRA-2010,FRA,EDUADULT,2010,41.759781
FRA-2011,FRA,EDUADULT,2011,41.847446
FRA-2012,FRA,EDUADULT,2012,41.67841
FRA-2013,FRA,EDUADULT,2013,42.740952
FRA-2014,FRA,EDUADULT,2014,43.779457
FRA-2015,FRA,EDUADULT,2015,43.447037
FRA-2016,FRA,EDUADULT,2016,43.525806
FRA-2017,FRA,EDUADULT,2017,43.171093
FRA-2018,FRA,EDUADULT,2018,42.462482
FRA-2019,FRA,EDUADULT,2019,42.533596
FRA-2020,FRA,EDUADULT,2020,41.77206
DEU-1991,DEU,EDUADULT,1991,18.18479
DEU-1992,DEU,EDUADULT,1992,18.084284
DEU-1994,DEU,EDUADULT,1994,15.993667
DEU-1995,DEU,EDUADULT,1995,16.322004
DEU-1997,DEU,EDUADULT,1997,16.763416
DEU-1998,DEU,EDUADULT,1998,16.236273
DEU-1999,DEU,EDUADULT,1999,18.763994
DEU-2000,DEU,EDUADULT,2000,18.273834
DEU-2001,DEU,EDUADULT,2001,17.3916
DEU-2002,DEU,EDUADULT,2002,17.012363
DEU-2003,DEU,EDUADULT,2003,16.622698
DEU-2004,DEU,EDUADULT,2004,16.099459
DEU-2005,DEU,EDUADULT,2005,16.892855
DEU-2006,DEU,EDUADULT,2006,16.763083
DEU-2007,DEU,EDUADULT,2007,15.584911
DEU-2008,DEU,EDUADULT,2008,14.668834
DEU-2009,DEU,EDUADULT,2009,14.520243
DEU-2010,DEU,EDUADULT,2010,14.189683
DEU-2011,DEU,EDUADULT,2011,13.74963
DEU-2012,DEU,EDUADULT,2012,13.699094
DEU-2013,DEU,EDUADULT,2013,13.679199
DEU-2014,DEU,EDUADULT,2014,13.096583
DEU-2015,DEU,EDUADULT,2015,13.208749
DEU-2016,DEU,EDUADULT,2016,13.523512
DEU-2017,DEU,EDUADULT,2017,13.478389
DEU-2018,DEU,EDUADULT,2018,13.324821
DEU-2019,DEU,EDUADULT,2019,13.27747
DEU-2020,DEU,EDUADULT,2020,13.894735
DEU-1991,DEU,EDUADULT,1991,21.774984
DEU-1992,DEU,EDUADULT,1992,21.395245
DEU-1994,DEU,EDUADULT,1994,22.098492
DEU-1995,DEU,EDUADULT,1995,22.59786
DEU-1997,DEU,EDUADULT,1997,22.643158
DEU-1998,DEU,EDUADULT,1998,23.000015
DEU-1999,DEU,EDUADULT,1999,22.895208
DEU-2000,DEU,EDUADULT,2000,23.498837
DEU-2001,DEU,EDUADULT,2001,23.222008
DEU-2002,DEU,EDUADULT,2002,23.427382
DEU-2003,DEU,EDUADULT,2003,23.982014
DEU-2004,DEU,EDUADULT,2004,24.931704
DEU-2005,DEU,EDUADULT,2005,24.552816
DEU-2006,DEU,EDUADULT,2006,23.947578
DEU-2007,DEU,EDUADULT,2007,24.299988
DEU-2008,DEU,EDUADULT,2008,25.400061
DEU-2009,DEU,EDUADULT,2009,26.385326
DEU-2010,DEU,EDUADULT,2010,26.609148
DEU-2011,DEU,EDUADULT,2011,27.562323
DEU-2012,DEU,EDUADULT,2012,28.121572
DEU-2013,DEU,EDUADULT,2013,28.47327
DEU-2014,DEU,EDUADULT,2014,27.057884
DEU-2015,DEU,EDUADULT,2015,27.638235
DEU-2016,DEU,EDUADULT,2016,28.291723
DEU-2017,DEU,EDUADULT,2017,28.58337
DEU-2018,DEU,EDUADULT,2018,29.065134
DEU-2019,DEU,EDUADULT,2019,29.900126
DEU-2020,DEU,EDUADULT,2020,31.255043
DEU-1991,DEU,EDUADULT,1991,60.040226
DEU-1992,DEU,EDUADULT,1992,60.520473
DEU-1994,DEU,EDUADULT,1994,61.907841
DEU-1995,DEU,EDUADULT,1995,61.080135
DEU-1997,DEU,EDUADULT,1997,60.593426
DEU-1998,DEU,EDUADULT,1998,60.76371
DEU-1999,DEU,EDUADULT,1999,58.340797
DEU-2000,DEU,EDUADULT,2000,58.227329
DEU-2001,DEU,EDUADULT,2001,59.386391
DEU-2002,DEU,EDUADULT,2002,59.560257
DEU-2003,DEU,EDUADULT,2003,59.395287
DEU-2004,DEU,EDUADULT,2004,58.968838
DEU-2005,DEU,EDUADULT,2005,58.554329
DEU-2006,DEU,EDUADULT,2006,59.289337
DEU-2007,DEU,EDUADULT,2007,60.115101
DEU-2008,DEU,EDUADULT,2008,59.931107
DEU-2009,DEU,EDUADULT,2009,59.094433
DEU-2010,DEU,EDUADULT,2010,59.201168
DEU-2011,DEU,EDUADULT,2011,58.688049
DEU-2012,DEU,EDUADULT,2012,58.179337
DEU-2013,DEU,EDUADULT,2013,57.84753
DEU-2014,DEU,EDUADULT,2014,59.845531
DEU-2015,DEU,EDUADULT,2015,59.153015
DEU-2016,DEU,EDUADULT,2016,58.184765
DEU-2017,DEU,EDUADULT,2017,57.93824
DEU-2018,DEU,EDUADULT,2018,57.610046
DEU-2019,DEU,EDUADULT,2019,56.822407
DEU-2020,DEU,EDUADULT,2020,54.85022
GRC-1990,GRC,EDUADULT,1990,66.015121
GRC-1991,GRC,EDUADULT,1991,64.376518
GRC-1992,GRC,EDUADULT,1992,63.549957
GRC-1993,GRC,EDUADULT,1993,60.966427
GRC-1994,GRC,EDUADULT,1994,58.696846
GRC-1995,GRC,EDUADULT,1995,57.455963
GRC-1996,GRC,EDUADULT,1996,55.831074
GRC-1997,GRC,EDUADULT,1997,54.459099
GRC-1998,GRC,EDUADULT,1998,52.167694
GRC-1999,GRC,EDUADULT,1999,52.244076
GRC-2000,GRC,EDUADULT,2000,50.712349
GRC-2001,GRC,EDUADULT,2001,49.770618
GRC-2002,GRC,EDUADULT,2002,48.158752
GRC-2003,GRC,EDUADULT,2003,46.452507
GRC-2004,GRC,EDUADULT,2004,43.350311
GRC-2005,GRC,EDUADULT,2005,42.286209
GRC-2006,GRC,EDUADULT,2006,40.75304
GRC-2007,GRC,EDUADULT,2007,39.922272
GRC-2008,GRC,EDUADULT,2008,38.692974
GRC-2009,GRC,EDUADULT,2009,38.5051
GRC-2010,GRC,EDUADULT,2010,37.26366
GRC-2011,GRC,EDUADULT,2011,35.445217
GRC-2012,GRC,EDUADULT,2012,34.217484
GRC-2013,GRC,EDUADULT,2013,32.80518
GRC-2014,GRC,EDUADULT,2014,31.733679
GRC-2015,GRC,EDUADULT,2015,29.780088
GRC-2016,GRC,EDUADULT,2016,28.349747
GRC-2017,GRC,EDUADULT,2017,27.290607
GRC-2018,GRC,EDUADULT,2018,26.630527
GRC-2019,GRC,EDUADULT,2019,26.043503
GRC-2020,GRC,EDUADULT,2020,23.603962
GRC-1990,GRC,EDUADULT,1990,10.545712
GRC-1991,GRC,EDUADULT,1991,10.997955
GRC-1992,GRC,EDUADULT,1992,12.241859
GRC-1993,GRC,EDUADULT,1993,12.991105
GRC-1994,GRC,EDUADULT,1994,13.89668
GRC-1995,GRC,EDUADULT,1995,14.274186
GRC-1996,GRC,EDUADULT,1996,15.142701
GRC-1997,GRC,EDUADULT,1997,15.622277
GRC-1998,GRC,EDUADULT,1998,16.878386
GRC-1999,GRC,EDUADULT,1999,17.338158
GRC-2000,GRC,EDUADULT,2000,17.672335
GRC-2001,GRC,EDUADULT,2001,18.067701
GRC-2002,GRC,EDUADULT,2002,18.793383
GRC-2003,GRC,EDUADULT,2003,19.299871
GRC-2004,GRC,EDUADULT,2004,21.286716
GRC-2005,GRC,EDUADULT,2005,21.472097
GRC-2006,GRC,EDUADULT,2006,22.428827
GRC-2007,GRC,EDUADULT,2007,22.893152
GRC-2008,GRC,EDUADULT,2008,23.535585
GRC-2009,GRC,EDUADULT,2009,23.656685
GRC-2010,GRC,EDUADULT,2010,24.744848
GRC-2011,GRC,EDUADULT,2011,26.112072
GRC-2012,GRC,EDUADULT,2012,26.719267
GRC-2013,GRC,EDUADULT,2013,27.423178
GRC-2014,GRC,EDUADULT,2014,28.105659
GRC-2015,GRC,EDUADULT,2015,29.057495
GRC-2016,GRC,EDUADULT,2016,30.231607
GRC-2017,GRC,EDUADULT,2017,31.027514
GRC-2018,GRC,EDUADULT,2018,31.739904
GRC-2019,GRC,EDUADULT,2019,31.890486
GRC-2020,GRC,EDUADULT,2020,32.744011
GRC-1990,GRC,EDUADULT,1990,23.439163
GRC-1991,GRC,EDUADULT,1991,24.625525
GRC-1992,GRC,EDUADULT,1992,24.208183
GRC-1993,GRC,EDUADULT,1993,26.042467
GRC-1994,GRC,EDUADULT,1994,27.406475
GRC-1995,GRC,EDUADULT,1995,28.269852
GRC-1996,GRC,EDUADULT,1996,29.026226
GRC-1997,GRC,EDUADULT,1997,29.918621
GRC-1998,GRC,EDUADULT,1998,30.953918
GRC-1999,GRC,EDUADULT,1999,30.417767
GRC-2000,GRC,EDUADULT,2000,31.615318
GRC-2001,GRC,EDUADULT,2001,32.161682
GRC-2002,GRC,EDUADULT,2002,33.047863
GRC-2003,GRC,EDUADULT,2003,34.24762
GRC-2004,GRC,EDUADULT,2004,35.362972
GRC-2005,GRC,EDUADULT,2005,36.241695
GRC-2006,GRC,EDUADULT,2006,36.81813
GRC-2007,GRC,EDUADULT,2007,37.184578
GRC-2008,GRC,EDUADULT,2008,37.771439
GRC-2009,GRC,EDUADULT,2009,37.838215
GRC-2010,GRC,EDUADULT,2010,37.991489
GRC-2011,GRC,EDUADULT,2011,38.442711
GRC-2012,GRC,EDUADULT,2012,39.063248
GRC-2013,GRC,EDUADULT,2013,39.771641
GRC-2014,GRC,EDUADULT,2014,40.160664
GRC-2015,GRC,EDUADULT,2015,41.162418
GRC-2016,GRC,EDUADULT,2016,41.418648
GRC-2017,GRC,EDUADULT,2017,41.681881
GRC-2018,GRC,EDUADULT,2018,41.629566
GRC-2019,GRC,EDUADULT,2019,42.06601
GRC-2020,GRC,EDUADULT,2020,43.652027
HUN-1997,HUN,EDUADULT,1997,36.956242
HUN-1998,HUN,EDUADULT,1998,36.720436
HUN-1999,HUN,EDUADULT,1999,32.65992
HUN-2000,HUN,EDUADULT,2000,30.781889
HUN-2001,HUN,EDUADULT,2001,29.98584
HUN-2002,HUN,EDUADULT,2002,28.577425
HUN-2003,HUN,EDUADULT,2003,25.927795
HUN-2004,HUN,EDUADULT,2004,24.64992
HUN-2005,HUN,EDUADULT,2005,23.609816
HUN-2006,HUN,EDUADULT,2006,21.9265
HUN-2007,HUN,EDUADULT,2007,20.79417
HUN-2008,HUN,EDUADULT,2008,20.296638
HUN-2009,HUN,EDUADULT,2009,19.425785
HUN-2010,HUN,EDUADULT,2010,18.707645
HUN-2011,HUN,EDUADULT,2011,18.232164
HUN-2012,HUN,EDUADULT,2012,17.879883
HUN-2013,HUN,EDUADULT,2013,17.505869
HUN-2014,HUN,EDUADULT,2014,16.905603
HUN-2015,HUN,EDUADULT,2015,16.783051
HUN-2016,HUN,EDUADULT,2016,16.637701
HUN-2017,HUN,EDUADULT,2017,15.97375
HUN-2018,HUN,EDUADULT,2018,15.138174
HUN-2019,HUN,EDUADULT,2019,15.026365
HUN-2020,HUN,EDUADULT,2020,14.426455
HUN-1997,HUN,EDUADULT,1997,12.217196
HUN-1998,HUN,EDUADULT,1998,13.1676
HUN-1999,HUN,EDUADULT,1999,13.516391
HUN-2000,HUN,EDUADULT,2000,14.041859
HUN-2001,HUN,EDUADULT,2001,13.984717
HUN-2002,HUN,EDUADULT,2002,14.211662
HUN-2003,HUN,EDUADULT,2003,15.416001
HUN-2004,HUN,EDUADULT,2004,16.748745
HUN-2005,HUN,EDUADULT,2005,17.083904
HUN-2006,HUN,EDUADULT,2006,17.699047
HUN-2007,HUN,EDUADULT,2007,18.048761
HUN-2008,HUN,EDUADULT,2008,19.197906
HUN-2009,HUN,EDUADULT,2009,19.86219
HUN-2010,HUN,EDUADULT,2010,20.121918
HUN-2011,HUN,EDUADULT,2011,21.124001
HUN-2012,HUN,EDUADULT,2012,22.046715
HUN-2013,HUN,EDUADULT,2013,22.505821
HUN-2014,HUN,EDUADULT,2014,23.356073
HUN-2015,HUN,EDUADULT,2015,24.242552
HUN-2016,HUN,EDUADULT,2016,23.713329
HUN-2017,HUN,EDUADULT,2017,24.054041
HUN-2018,HUN,EDUADULT,2018,25.101177
HUN-2019,HUN,EDUADULT,2019,25.981535
HUN-2020,HUN,EDUADULT,2020,27.203154
HUN-1997,HUN,EDUADULT,1997,50.826561
HUN-1998,HUN,EDUADULT,1998,50.111961
HUN-1999,HUN,EDUADULT,1999,53.823689
HUN-2000,HUN,EDUADULT,2000,55.17625
HUN-2001,HUN,EDUADULT,2001,56.029442
HUN-2002,HUN,EDUADULT,2002,57.210911
HUN-2003,HUN,EDUADULT,2003,58.6562
HUN-2004,HUN,EDUADULT,2004,58.601334
HUN-2005,HUN,EDUADULT,2005,59.306282
HUN-2006,HUN,EDUADULT,2006,60.374454
HUN-2007,HUN,EDUADULT,2007,61.157066
HUN-2008,HUN,EDUADULT,2008,60.505455
HUN-2009,HUN,EDUADULT,2009,60.712025
HUN-2010,HUN,EDUADULT,2010,61.170437
HUN-2011,HUN,EDUADULT,2011,60.643833
HUN-2012,HUN,EDUADULT,2012,60.073402
HUN-2013,HUN,EDUADULT,2013,59.988312
HUN-2014,HUN,EDUADULT,2014,59.738323
HUN-2015,HUN,EDUADULT,2015,58.9744
HUN-2016,HUN,EDUADULT,2016,59.648968
HUN-2017,HUN,EDUADULT,2017,59.972206
HUN-2018,HUN,EDUADULT,2018,59.760651
HUN-2019,HUN,EDUADULT,2019,58.9921
HUN-2020,HUN,EDUADULT,2020,58.370392
ISL-2003,ISL,EDUADULT,2003,34.262501
ISL-2004,ISL,EDUADULT,2004,33.643612
ISL-2005,ISL,EDUADULT,2005,31.825998
ISL-2006,ISL,EDUADULT,2006,31.31949
ISL-2007,ISL,EDUADULT,2007,30.819305
ISL-2008,ISL,EDUADULT,2008,30.940493
ISL-2009,ISL,EDUADULT,2009,30.005922
ISL-2010,ISL,EDUADULT,2010,30.850618
ISL-2011,ISL,EDUADULT,2011,30.366735
ISL-2012,ISL,EDUADULT,2012,30.561222
ISL-2013,ISL,EDUADULT,2013,29.45565
ISL-2014,ISL,EDUADULT,2014,28.481115
ISL-2015,ISL,EDUADULT,2015,26.582855
ISL-2016,ISL,EDUADULT,2016,23.394308
ISL-2017,ISL,EDUADULT,2017,25.207304
ISL-2018,ISL,EDUADULT,2018,24.459627
ISL-2019,ISL,EDUADULT,2019,24.060982
ISL-2020,ISL,EDUADULT,2020,24.087782
ISL-2003,ISL,EDUADULT,2003,27.861868
ISL-2004,ISL,EDUADULT,2004,27.94356
ISL-2005,ISL,EDUADULT,2005,29.471401
ISL-2006,ISL,EDUADULT,2006,30.411818
ISL-2007,ISL,EDUADULT,2007,30.804794
ISL-2008,ISL,EDUADULT,2008,31.591888
ISL-2009,ISL,EDUADULT,2009,32.907246
ISL-2010,ISL,EDUADULT,2010,31.298735
ISL-2011,ISL,EDUADULT,2011,32.616898
ISL-2012,ISL,EDUADULT,2012,33.888733
ISL-2013,ISL,EDUADULT,2013,34.277187
ISL-2014,ISL,EDUADULT,2014,35.608643
ISL-2015,ISL,EDUADULT,2015,36.97718
ISL-2016,ISL,EDUADULT,2016,38.100773
ISL-2017,ISL,EDUADULT,2017,39.043491
ISL-2018,ISL,EDUADULT,2018,40.279774
ISL-2019,ISL,EDUADULT,2019,40.948925
ISL-2020,ISL,EDUADULT,2020,40.643898
ISL-2003,ISL,EDUADULT,2003,37.875629
ISL-2004,ISL,EDUADULT,2004,38.412827
ISL-2005,ISL,EDUADULT,2005,38.702599
ISL-2006,ISL,EDUADULT,2006,38.268692
ISL-2007,ISL,EDUADULT,2007,38.3759
ISL-2008,ISL,EDUADULT,2008,37.467621
ISL-2009,ISL,EDUADULT,2009,37.08683
ISL-2010,ISL,EDUADULT,2010,37.850647
ISL-2011,ISL,EDUADULT,2011,37.016365
ISL-2012,ISL,EDUADULT,2012,35.550045
ISL-2013,ISL,EDUADULT,2013,36.267162
ISL-2014,ISL,EDUADULT,2014,35.91024
ISL-2015,ISL,EDUADULT,2015,36.439964
ISL-2016,ISL,EDUADULT,2016,38.504921
ISL-2017,ISL,EDUADULT,2017,35.749207
ISL-2018,ISL,EDUADULT,2018,35.260601
ISL-2019,ISL,EDUADULT,2019,34.990093
ISL-2020,ISL,EDUADULT,2020,35.268318
IRL-1991,IRL,EDUADULT,1991,59.80291
IRL-1992,IRL,EDUADULT,1992,57.777081
IRL-1994,IRL,EDUADULT,1994,54.771759
IRL-1995,IRL,EDUADULT,1995,52.839344
IRL-2000,IRL,EDUADULT,2000,42.706924
IRL-2001,IRL,EDUADULT,2001,44.735104
IRL-2002,IRL,EDUADULT,2002,40.004444
IRL-2003,IRL,EDUADULT,2003,38.298161
IRL-2004,IRL,EDUADULT,2004,37.160995
IRL-2005,IRL,EDUADULT,2005,35.466724
IRL-2006,IRL,EDUADULT,2006,33.656101
IRL-2007,IRL,EDUADULT,2007,32.273792
IRL-2008,IRL,EDUADULT,2008,30.546635
IRL-2009,IRL,EDUADULT,2009,28.832077
IRL-2010,IRL,EDUADULT,2010,27.225185
IRL-2011,IRL,EDUADULT,2011,26.365326
IRL-2012,IRL,EDUADULT,2012,25.367115
IRL-2013,IRL,EDUADULT,2013,23.273964
IRL-2014,IRL,EDUADULT,2014,21.187292
IRL-2015,IRL,EDUADULT,2015,20.182577
IRL-2016,IRL,EDUADULT,2016,18.31505
IRL-2017,IRL,EDUADULT,2017,17.994549
IRL-2018,IRL,EDUADULT,2018,16.825432
IRL-2019,IRL,EDUADULT,2019,16.342939
IRL-2020,IRL,EDUADULT,2020,14.507091
IRL-1991,IRL,EDUADULT,1991,15.902357
IRL-1992,IRL,EDUADULT,1992,16.950533
IRL-1994,IRL,EDUADULT,1994,18.557516
IRL-1995,IRL,EDUADULT,1995,19.893375
IRL-2000,IRL,EDUADULT,2000,21.613003
IRL-2001,IRL,EDUADULT,2001,23.577002
IRL-2002,IRL,EDUADULT,2002,24.814322
IRL-2003,IRL,EDUADULT,2003,26.308289
IRL-2004,IRL,EDUADULT,2004,27.820133
IRL-2005,IRL,EDUADULT,2005,29.074234
IRL-2006,IRL,EDUADULT,2006,31.095585
IRL-2007,IRL,EDUADULT,2007,32.39011
IRL-2008,IRL,EDUADULT,2008,33.902611
IRL-2009,IRL,EDUADULT,2009,35.822323
IRL-2010,IRL,EDUADULT,2010,37.584061
IRL-2011,IRL,EDUADULT,2011,38.162312
IRL-2012,IRL,EDUADULT,2012,39.69788
IRL-2013,IRL,EDUADULT,2013,41.47068
IRL-2014,IRL,EDUADULT,2014,40.967049
IRL-2015,IRL,EDUADULT,2015,42.806118
IRL-2016,IRL,EDUADULT,2016,45.104263
IRL-2017,IRL,EDUADULT,2017,45.65897
IRL-2018,IRL,EDUADULT,2018,46.935135
IRL-2019,IRL,EDUADULT,2019,47.306835
IRL-2020,IRL,EDUADULT,2020,49.943962
IRL-1991,IRL,EDUADULT,1991,24.294731
IRL-1992,IRL,EDUADULT,1992,25.272387
IRL-1994,IRL,EDUADULT,1994,26.670725
IRL-1995,IRL,EDUADULT,1995,27.267282
IRL-2000,IRL,EDUADULT,2000,35.680077
IRL-2001,IRL,EDUADULT,2001,31.687897
IRL-2002,IRL,EDUADULT,2002,35.181232
IRL-2003,IRL,EDUADULT,2003,35.393551
IRL-2004,IRL,EDUADULT,2004,35.018871
IRL-2005,IRL,EDUADULT,2005,35.459042
IRL-2006,IRL,EDUADULT,2006,35.248314
IRL-2007,IRL,EDUADULT,2007,35.336098
IRL-2008,IRL,EDUADULT,2008,35.550751
IRL-2009,IRL,EDUADULT,2009,35.3456
IRL-2010,IRL,EDUADULT,2010,35.190754
IRL-2011,IRL,EDUADULT,2011,35.472363
IRL-2012,IRL,EDUADULT,2012,34.935005
IRL-2013,IRL,EDUADULT,2013,35.255356
IRL-2014,IRL,EDUADULT,2014,37.845661
IRL-2015,IRL,EDUADULT,2015,37.011307
IRL-2016,IRL,EDUADULT,2016,36.580685
IRL-2017,IRL,EDUADULT,2017,36.346481
IRL-2018,IRL,EDUADULT,2018,36.239433
IRL-2019,IRL,EDUADULT,2019,36.350227
IRL-2020,IRL,EDUADULT,2020,35.548946
ITA-1991,ITA,EDUADULT,1991,71.787415
ITA-1992,ITA,EDUADULT,1992,71.566925
ITA-1994,ITA,EDUADULT,1994,66.810402
ITA-1995,ITA,EDUADULT,1995,65.061142
ITA-1998,ITA,EDUADULT,1998,59.284374
ITA-1999,ITA,EDUADULT,1999,57.758488
ITA-2000,ITA,EDUADULT,2000,57.886444
ITA-2001,ITA,EDUADULT,2001,56.725201
ITA-2002,ITA,EDUADULT,2002,55.637676
ITA-2003,ITA,EDUADULT,2003,51.586433
ITA-2004,ITA,EDUADULT,2004,51.4006
ITA-2005,ITA,EDUADULT,2005,49.913864
ITA-2006,ITA,EDUADULT,2006,48.710896
ITA-2007,ITA,EDUADULT,2007,47.700294
ITA-2008,ITA,EDUADULT,2008,46.687767
ITA-2009,ITA,EDUADULT,2009,45.698818
ITA-2010,ITA,EDUADULT,2010,44.825645
ITA-2011,ITA,EDUADULT,2011,43.971539
ITA-2012,ITA,EDUADULT,2012,42.763065
ITA-2013,ITA,EDUADULT,2013,41.84333
ITA-2014,ITA,EDUADULT,2014,40.693222
ITA-2015,ITA,EDUADULT,2015,40.108776
ITA-2016,ITA,EDUADULT,2016,39.856853
ITA-2017,ITA,EDUADULT,2017,39.084484
ITA-2018,ITA,EDUADULT,2018,38.170338
ITA-2019,ITA,EDUADULT,2019,37.743759
ITA-2020,ITA,EDUADULT,2020,37.430363
ITA-1991,ITA,EDUADULT,1991,6.0649128
ITA-1992,ITA,EDUADULT,1992,6.3786483
ITA-1994,ITA,EDUADULT,1994,7.5035934
ITA-1995,ITA,EDUADULT,1995,7.9192142
ITA-1998,ITA,EDUADULT,1998,8.5931797
ITA-1999,ITA,EDUADULT,1999,9.2728176
ITA-2000,ITA,EDUADULT,2000,9.3770475
ITA-2001,ITA,EDUADULT,2001,10.04891
ITA-2002,ITA,EDUADULT,2002,10.367989
ITA-2003,ITA,EDUADULT,2003,10.460108
ITA-2004,ITA,EDUADULT,2004,11.59316
ITA-2005,ITA,EDUADULT,2005,12.224514
ITA-2006,ITA,EDUADULT,2006,12.872448
ITA-2007,ITA,EDUADULT,2007,13.578119
ITA-2008,ITA,EDUADULT,2008,14.357011
ITA-2009,ITA,EDUADULT,2009,14.510798
ITA-2010,ITA,EDUADULT,2010,14.802574
ITA-2011,ITA,EDUADULT,2011,14.935372
ITA-2012,ITA,EDUADULT,2012,15.708264
ITA-2013,ITA,EDUADULT,2013,16.289694
ITA-2014,ITA,EDUADULT,2014,16.910578
ITA-2015,ITA,EDUADULT,2015,17.546457
ITA-2016,ITA,EDUADULT,2016,17.723593
ITA-2017,ITA,EDUADULT,2017,18.669672
ITA-2018,ITA,EDUADULT,2018,19.368793
ITA-2019,ITA,EDUADULT,2019,19.695461
ITA-2020,ITA,EDUADULT,2020,19.987385
ITA-1991,ITA,EDUADULT,1991,22.147673
ITA-1992,ITA,EDUADULT,1992,22.05443
ITA-1994,ITA,EDUADULT,1994,25.686005
ITA-1995,ITA,EDUADULT,1995,27.019644
ITA-1998,ITA,EDUADULT,1998,32.122448
ITA-1999,ITA,EDUADULT,1999,32.968697
ITA-2000,ITA,EDUADULT,2000,32.736511
ITA-2001,ITA,EDUADULT,2001,33.225887
ITA-2002,ITA,EDUADULT,2002,33.994335
ITA-2003,ITA,EDUADULT,2003,37.953461
ITA-2004,ITA,EDUADULT,2004,37.006237
ITA-2005,ITA,EDUADULT,2005,37.861622
ITA-2006,ITA,EDUADULT,2006,38.416656
ITA-2007,ITA,EDUADULT,2007,38.721588
ITA-2008,ITA,EDUADULT,2008,38.955219
ITA-2009,ITA,EDUADULT,2009,39.790382
ITA-2010,ITA,EDUADULT,2010,40.37178
ITA-2011,ITA,EDUADULT,2011,41.093086
ITA-2012,ITA,EDUADULT,2012,41.528671
ITA-2013,ITA,EDUADULT,2013,41.866974
ITA-2014,ITA,EDUADULT,2014,42.396198
ITA-2015,ITA,EDUADULT,2015,42.344765
ITA-2016,ITA,EDUADULT,2016,42.419556
ITA-2017,ITA,EDUADULT,2017,42.245842
ITA-2018,ITA,EDUADULT,2018,42.460869
ITA-2019,ITA,EDUADULT,2019,42.560783
ITA-2020,ITA,EDUADULT,2020,42.582253
JPN-1997,JPN,EDUADULT,1997,30.531231
JPN-1998,JPN,EDUADULT,1998,30.627626
JPN-1999,JPN,EDUADULT,1999,31.847042
JPN-2000,JPN,EDUADULT,2000,33.615494
JPN-2001,JPN,EDUADULT,2001,34.13689
JPN-2002,JPN,EDUADULT,2002,36.575481
JPN-2003,JPN,EDUADULT,2003,37.422066
JPN-2004,JPN,EDUADULT,2004,38.693394
