LocationTime,LOCATION,TIME,Suicide_Val_MEN,Suicide_Val_TOT,Suicide_Val_WOMEN,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Smoking_Val,Soc_Spend_Val,Work_Hour_Val
USA-2015,USA,2015,22.4,14.0,6.3,8.8,10.5,44.6,81.2,539.7,64.0,11.4,12.1,1783.0
USA-2016,USA,2016,22.6,14.2,6.4,8.9,9.9,45.7,81.6,562.5,71.0,11.8,12.2,1778.4
USA-2017,USA,2017,23.7,14.8,6.4,8.9,9.4,46.4,81.8,581.5,65.7,10.5,12.5,1777.6
USA-2018,USA,2018,24.1,15.0,6.5,8.9,9.2,47.4,82.2,602.3,66.2,10.3,12.6,1781.6
USA-2019,USA,2019,23.6,14.7,6.3,9.0,9.2,48.3,82.7,627.9,73.1,10.9,18.7,1777.2
USA-2020,USA,2020,23.0,14.1,5.7,9.3,8.3,50.1,81.9,608.3,67.5,9.4,0.0,1767.1
ZAF-1996,ZAF,1996,1.1,0.6,0.2,9.1,12.2,38.1,0.0,35.2,0.0,0.0,0.0,0.0
ZAF-1997,ZAF,1997,0.6,0.4,0.2,9.2,12.2,38.4,80.8,32.6,56.3,26.0,10.1,0.0
ZAF-1998,ZAF,1998,1.4,0.7,0.3,8.8,12.1,39.1,80.0,32.7,57.5,25.0,10.1,1732.1
ZAF-1999,ZAF,1999,1.5,0.9,0.4,8.5,11.3,39.1,80.0,32.3,64.5,26.0,10.3,1832.5
ZAF-2000,ZAF,2000,1.3,0.7,0.3,7.7,11.4,39.5,80.1,31.6,59.1,25.0,10.6,1823.5
ZAF-2001,ZAF,2001,1.8,0.9,0.3,7.6,11.0,40.3,80.4,31.1,65.6,25.0,11.7,1822.0
ZAF-2002,ZAF,2002,1.1,0.6,0.2,7.5,10.7,41.1,80.1,31.3,59.9,25.0,10.5,1828.0
ZAF-2003,ZAF,2003,1.2,0.7,0.4,7.3,10.7,41.2,81.2,30.3,66.2,23.0,11.2,1839.5
ZAF-2004,ZAF,2004,2.0,1.1,0.4,7.2,0.0,41.7,81.6,29.4,60.9,22.0,11.3,1839.4
ZAF-2005,ZAF,2005,2.4,1.2,0.5,7.2,58.5,42.4,81.8,32.3,67.3,22.5,11.6,1840.4
ZAF-2006,ZAF,2006,2.4,1.3,0.5,7.3,60.6,43.1,0.0,31.6,62.1,20.7,11.7,1843.0
ZAF-2007,ZAF,2007,1.7,1.0,0.5,7.5,59.5,43.9,81.7,31.1,67.9,32.0,11.9,1842.3
ZAF-2008,ZAF,2008,1.9,1.1,0.4,7.5,59.4,0.0,81.3,31.3,63.7,31.0,12.1,1838.8
ZAF-2009,ZAF,2009,1.4,0.8,0.4,7.3,0.0,0.0,79.5,30.3,68.8,31.0,12.2,1832.2
ZAF-2010,ZAF,2010,1.7,1.0,0.4,7.1,57.3,6.9,75.5,29.4,63.3,30.5,12.5,1810.8
ZAF-2011,ZAF,2011,1.3,0.8,0.3,7.2,56.1,7.1,77.0,29.1,68.6,29.5,11.6,1780.4
ZAF-2012,ZAF,2012,1.9,1.1,0.5,7.2,58.5,9.6,80.2,29.3,63.3,28.0,0.0,1782.0
ZAF-2013,ZAF,2013,2.3,1.3,0.5,7.2,60.6,12.6,83.0,29.6,70.1,28.0,11.9,1783.0
ZAF-2014,ZAF,2014,2.1,1.2,0.4,7.2,59.5,12.8,81.7,29.2,64.0,26.0,12.1,1778.4
ZAF-2015,ZAF,2015,1.8,1.0,0.4,7.2,59.4,13.0,81.3,29.0,71.0,26.0,12.2,1777.6
ZAF-2016,ZAF,2016,1.5,0.8,0.3,7.3,58.2,13.8,79.5,29.1,65.7,0.0,12.5,1781.6
ZAF-2017,ZAF,2017,1.1,0.7,0.3,7.3,55.9,15.5,78.7,28.9,66.2,0.0,12.6,1777.2
ZAF-2018,ZAF,2018,0.9,0.6,0.3,7.2,55.3,15.4,79.0,28.8,73.1,20.3,18.7,0.0
