LocationTime,LOCATION,INDICATOR,TIME,Soc_Spend_Val
CHE-2006,CHE,SOCEXP,2006,9296.996
CHE-2007,CHE,SOCEXP,2007,9211.688
CHE-2008,CHE,SOCEXP,2008,9096.74
CHE-2009,CHE,SOCEXP,2009,9758.394
CHE-2010,CHE,SOCEXP,2010,9776.991
CHE-2011,CHE,SOCEXP,2011,9806.28
CHE-2012,CHE,SOCEXP,2012,9979.412
CHE-2013,CHE,SOCEXP,2013,10229.156
CHE-2014,CHE,SOCEXP,2014,10295.97
CHE-2015,CHE,SOCEXP,2015,10618.968
CHE-2016,CHE,SOCEXP,2016,10823.877
CHE-2017,CHE,SOCEXP,2017,11048.273
CHE-2018,CHE,SOCEXP,2018,11021.116
TUR-1990,TUR,SOCEXP,1990,3.795
TUR-1991,TUR,SOCEXP,1991,4.057
TUR-1992,TUR,SOCEXP,1992,4.166
TUR-1993,TUR,SOCEXP,1993,3.973
TUR-1994,TUR,SOCEXP,1994,3.64
TUR-1995,TUR,SOCEXP,1995,3.365
TUR-1996,TUR,SOCEXP,1996,4.59
TUR-1997,TUR,SOCEXP,1997,4.845
TUR-1998,TUR,SOCEXP,1998,5.022
TUR-1999,TUR,SOCEXP,1999,5.731
TUR-2000,TUR,SOCEXP,2000,7.549
TUR-2001,TUR,SOCEXP,2001,8.228
TUR-2002,TUR,SOCEXP,2002,8.801
TUR-2003,TUR,SOCEXP,2003,9.76
TUR-2004,TUR,SOCEXP,2004,10.053
TUR-2005,TUR,SOCEXP,2005,10.087
TUR-2006,TUR,SOCEXP,2006,10.358
TUR-2007,TUR,SOCEXP,2007,10.907
TUR-2008,TUR,SOCEXP,2008,11.106
TUR-2009,TUR,SOCEXP,2009,13.022
TUR-2010,TUR,SOCEXP,2010,12.336
TUR-2011,TUR,SOCEXP,2011,11.858
TUR-2012,TUR,SOCEXP,2012,12.004
TUR-2013,TUR,SOCEXP,2013,11.804
TUR-2014,TUR,SOCEXP,2014,11.696
TUR-2015,TUR,SOCEXP,2015,11.572
TUR-2016,TUR,SOCEXP,2016,12.642
TUR-2017,TUR,SOCEXP,2017,12.105
TUR-2018,TUR,SOCEXP,2018,12.201
TUR-2019,TUR,SOCEXP,2019,11.991
TUR-2005,TUR,SOCEXP,2005,9.142
TUR-2007,TUR,SOCEXP,2007,9.956
TUR-2009,TUR,SOCEXP,2009,11.96
TUR-2011,TUR,SOCEXP,2011,10.72
TUR-2013,TUR,SOCEXP,2013,10.631
TUR-2015,TUR,SOCEXP,2015,11.084
TUR-2017,TUR,SOCEXP,2017,11.731
TUR-1990,TUR,SOCEXP,1990,463.685
TUR-1991,TUR,SOCEXP,1991,491.998
TUR-1992,TUR,SOCEXP,1992,526.685
TUR-1993,TUR,SOCEXP,1993,533.969
TUR-1994,TUR,SOCEXP,1994,455.297
TUR-1995,TUR,SOCEXP,1995,444.182
TUR-1996,TUR,SOCEXP,1996,638.52
TUR-1997,TUR,SOCEXP,1997,714.05
TUR-1998,TUR,SOCEXP,1998,752.292
TUR-1999,TUR,SOCEXP,1999,817.564
TUR-2000,TUR,SOCEXP,2000,1132.208
TUR-2001,TUR,SOCEXP,2001,1144.012
TUR-2002,TUR,SOCEXP,2002,1285.873
TUR-2003,TUR,SOCEXP,2003,1488.492
TUR-2004,TUR,SOCEXP,2004,1661.349
TUR-2005,TUR,SOCEXP,2005,1795.259
TUR-2006,TUR,SOCEXP,2006,1950.056
TUR-2007,TUR,SOCEXP,2007,2130.395
TUR-2008,TUR,SOCEXP,2008,2159.876
TUR-2009,TUR,SOCEXP,2009,2379.374
TUR-2010,TUR,SOCEXP,2010,2408.468
TUR-2011,TUR,SOCEXP,2011,2534.728
TUR-2012,TUR,SOCEXP,2012,2654.714
TUR-2013,TUR,SOCEXP,2013,2795.544
TUR-2014,TUR,SOCEXP,2014,2875.029
TUR-2015,TUR,SOCEXP,2015,2977.187
TUR-2016,TUR,SOCEXP,2016,3310.179
TUR-2017,TUR,SOCEXP,2017,3361.713
GBR-1990,GBR,SOCEXP,1990,4.73
GBR-1991,GBR,SOCEXP,1991,5.634
GBR-1992,GBR,SOCEXP,1992,6.192
GBR-1993,GBR,SOCEXP,1993,6.34
GBR-1994,GBR,SOCEXP,1994,6.321
GBR-1995,GBR,SOCEXP,1995,5.753
GBR-1996,GBR,SOCEXP,1996,5.774
GBR-1997,GBR,SOCEXP,1997,6.239
GBR-1998,GBR,SOCEXP,1998,6.067
GBR-1999,GBR,SOCEXP,1999,6.205
GBR-2000,GBR,SOCEXP,2000,7.084
GBR-2001,GBR,SOCEXP,2001,6.606
GBR-2002,GBR,SOCEXP,2002,5.979
GBR-2003,GBR,SOCEXP,2003,5.965
GBR-2004,GBR,SOCEXP,2004,5.758
GBR-2005,GBR,SOCEXP,2005,5.895
GBR-2006,GBR,SOCEXP,2006,5.914
GBR-2007,GBR,SOCEXP,2007,5.228
GBR-2008,GBR,SOCEXP,2008,5.467
GBR-2009,GBR,SOCEXP,2009,5.942
GBR-2010,GBR,SOCEXP,2010,6.28
GBR-2011,GBR,SOCEXP,2011,6.313
GBR-2012,GBR,SOCEXP,2012,6.42
GBR-2013,GBR,SOCEXP,2013,6.274
GBR-2014,GBR,SOCEXP,2014,6.119
GBR-2015,GBR,SOCEXP,2015,6.134
GBR-2016,GBR,SOCEXP,2016,5.844
GBR-2017,GBR,SOCEXP,2017,6.412
GBR-1990,GBR,SOCEXP,1990,14.903
GBR-1991,GBR,SOCEXP,1991,16.385
GBR-1992,GBR,SOCEXP,1992,17.821
GBR-1993,GBR,SOCEXP,1993,18.423
GBR-1994,GBR,SOCEXP,1994,17.737
GBR-1995,GBR,SOCEXP,1995,16.638
GBR-1996,GBR,SOCEXP,1996,16.447
GBR-1997,GBR,SOCEXP,1997,16.605
GBR-1998,GBR,SOCEXP,1998,17.027
GBR-1999,GBR,SOCEXP,1999,16.843
GBR-2000,GBR,SOCEXP,2000,16.924
GBR-2001,GBR,SOCEXP,2001,17.713
GBR-2002,GBR,SOCEXP,2002,17.955
GBR-2003,GBR,SOCEXP,2003,18.746
GBR-2004,GBR,SOCEXP,2004,19.323
GBR-2005,GBR,SOCEXP,2005,19.276
GBR-2006,GBR,SOCEXP,2006,19.187
GBR-2007,GBR,SOCEXP,2007,19.723
GBR-2008,GBR,SOCEXP,2008,21.052
GBR-2009,GBR,SOCEXP,2009,23.185
GBR-2010,GBR,SOCEXP,2010,23.332
GBR-2011,GBR,SOCEXP,2011,23.09
GBR-2012,GBR,SOCEXP,2012,23.194
GBR-2013,GBR,SOCEXP,2013,22.37
GBR-2014,GBR,SOCEXP,2014,21.864
GBR-2015,GBR,SOCEXP,2015,21.509
GBR-2016,GBR,SOCEXP,2016,20.845
GBR-2017,GBR,SOCEXP,2017,20.473
GBR-2018,GBR,SOCEXP,2018,20.291
GBR-2019,GBR,SOCEXP,2019,20.616
GBR-1997,GBR,SOCEXP,1997,15.522
GBR-1999,GBR,SOCEXP,1999,15.638
GBR-2001,GBR,SOCEXP,2001,16.586
GBR-2003,GBR,SOCEXP,2003,17.797
GBR-2005,GBR,SOCEXP,2005,18.338
GBR-2007,GBR,SOCEXP,2007,18.786
GBR-2009,GBR,SOCEXP,2009,21.868
GBR-2011,GBR,SOCEXP,2011,21.784
GBR-2013,GBR,SOCEXP,2013,21.002
GBR-2015,GBR,SOCEXP,2015,19.806
GBR-2017,GBR,SOCEXP,2017,18.604
GBR-1997,GBR,SOCEXP,1997,20.892
GBR-1999,GBR,SOCEXP,1999,20.966
GBR-2001,GBR,SOCEXP,2001,22.318
GBR-2003,GBR,SOCEXP,2003,22.979
GBR-2005,GBR,SOCEXP,2005,23.441
GBR-2007,GBR,SOCEXP,2007,23.308
GBR-2009,GBR,SOCEXP,2009,27.073
GBR-2011,GBR,SOCEXP,2011,26.656
GBR-2013,GBR,SOCEXP,2013,25.852
GBR-2015,GBR,SOCEXP,2015,24.334
GBR-2017,GBR,SOCEXP,2017,23.333
GBR-1990,GBR,SOCEXP,1990,4317.599
GBR-1991,GBR,SOCEXP,1991,4697.828
GBR-1992,GBR,SOCEXP,1992,5144.436
GBR-1993,GBR,SOCEXP,1993,5456.402
GBR-1994,GBR,SOCEXP,1994,5425.354
GBR-1995,GBR,SOCEXP,1995,5201.686
GBR-1996,GBR,SOCEXP,1996,5274.554
GBR-1997,GBR,SOCEXP,1997,5513.148
GBR-1998,GBR,SOCEXP,1998,5838.589
GBR-1999,GBR,SOCEXP,1999,5952.951
GBR-2000,GBR,SOCEXP,2000,6157.935
GBR-2001,GBR,SOCEXP,2001,6600.307
GBR-2002,GBR,SOCEXP,2002,6832.989
GBR-2003,GBR,SOCEXP,2003,7316.784
GBR-2004,GBR,SOCEXP,2004,7691.42
GBR-2005,GBR,SOCEXP,2005,7850.247
GBR-2006,GBR,SOCEXP,2006,7967.287
GBR-2007,GBR,SOCEXP,2007,8264.431
GBR-2008,GBR,SOCEXP,2008,8639.637
GBR-2009,GBR,SOCEXP,2009,9187.745
GBR-2010,GBR,SOCEXP,2010,9341.001
GBR-2011,GBR,SOCEXP,2011,9311.393
GBR-2012,GBR,SOCEXP,2012,9445.708
GBR-2013,GBR,SOCEXP,2013,9254.28
GBR-2014,GBR,SOCEXP,2014,9203.252
GBR-2015,GBR,SOCEXP,2015,9183.817
GBR-2016,GBR,SOCEXP,2016,9001.392
GBR-2017,GBR,SOCEXP,2017,8942.152
USA-1990,USA,SOCEXP,1990,7.897
USA-1991,USA,SOCEXP,1991,8.23
USA-1992,USA,SOCEXP,1992,8.497
USA-1993,USA,SOCEXP,1993,8.468
USA-1994,USA,SOCEXP,1994,8.475
USA-1995,USA,SOCEXP,1995,8.607
USA-1996,USA,SOCEXP,1996,8.914
USA-1997,USA,SOCEXP,1997,8.981
USA-1998,USA,SOCEXP,1998,8.892
USA-1999,USA,SOCEXP,1999,9.076
USA-2000,USA,SOCEXP,2000,9.222
USA-2001,USA,SOCEXP,2001,9.418
USA-2002,USA,SOCEXP,2002,9.815
USA-2003,USA,SOCEXP,2003,10.035
USA-2004,USA,SOCEXP,2004,10.077
USA-2005,USA,SOCEXP,2005,10.074
USA-2006,USA,SOCEXP,2006,10.312
USA-2007,USA,SOCEXP,2007,10.636
USA-2008,USA,SOCEXP,2008,10.488
USA-2009,USA,SOCEXP,2009,10.486
USA-2010,USA,SOCEXP,2010,11.224
USA-2011,USA,SOCEXP,2011,11.292
USA-2012,USA,SOCEXP,2012,11.612
USA-2013,USA,SOCEXP,2013,11.736
USA-2014,USA,SOCEXP,2014,11.903
USA-2015,USA,SOCEXP,2015,12.123
USA-2016,USA,SOCEXP,2016,12.18
USA-2017,USA,SOCEXP,2017,12.482
USA-2018,USA,SOCEXP,2018,12.595
USA-1990,USA,SOCEXP,1990,13.197
USA-1991,USA,SOCEXP,1991,14.166
USA-1992,USA,SOCEXP,1992,14.847
USA-1993,USA,SOCEXP,1993,15.114
USA-1994,USA,SOCEXP,1994,15.06
USA-1995,USA,SOCEXP,1995,14.94
USA-1996,USA,SOCEXP,1996,14.748
USA-1997,USA,SOCEXP,1997,14.333
USA-1998,USA,SOCEXP,1998,14.381
USA-1999,USA,SOCEXP,1999,14.116
USA-2000,USA,SOCEXP,2000,14.119
USA-2001,USA,SOCEXP,2001,14.689
USA-2002,USA,SOCEXP,2002,15.529
USA-2003,USA,SOCEXP,2003,15.8
USA-2004,USA,SOCEXP,2004,15.665
USA-2005,USA,SOCEXP,2005,15.494
USA-2006,USA,SOCEXP,2006,15.543
USA-2007,USA,SOCEXP,2007,15.691
USA-2008,USA,SOCEXP,2008,16.3
USA-2009,USA,SOCEXP,2009,18.358
USA-2010,USA,SOCEXP,2010,19.095
USA-2011,USA,SOCEXP,2011,18.801
USA-2012,USA,SOCEXP,2012,18.533
USA-2013,USA,SOCEXP,2013,18.484
USA-2014,USA,SOCEXP,2014,18.47
USA-2015,USA,SOCEXP,2015,18.539
USA-2016,USA,SOCEXP,2016,18.646
USA-2017,USA,SOCEXP,2017,18.439
USA-2018,USA,SOCEXP,2018,18.19
USA-2019,USA,SOCEXP,2019,18.71
USA-1993,USA,SOCEXP,1993,15.496
USA-1995,USA,SOCEXP,1995,15.491
USA-1997,USA,SOCEXP,1997,14.855
USA-1999,USA,SOCEXP,1999,14.567
USA-2001,USA,SOCEXP,2001,15.739
USA-2003,USA,SOCEXP,2003,17.019
USA-2005,USA,SOCEXP,2005,16.693
USA-2007,USA,SOCEXP,2007,16.785
USA-2009,USA,SOCEXP,2009,19.547
USA-2011,USA,SOCEXP,2011,20.076
USA-2013,USA,SOCEXP,2013,20.346
USA-2015,USA,SOCEXP,2015,20.424
USA-2017,USA,SOCEXP,2017,20.269
USA-1993,USA,SOCEXP,1993,22.542
USA-1995,USA,SOCEXP,1995,22.473
USA-1997,USA,SOCEXP,1997,22.204
USA-1999,USA,SOCEXP,1999,22.034
USA-2001,USA,SOCEXP,2001,23.335
USA-2003,USA,SOCEXP,2003,25.21
USA-2005,USA,SOCEXP,2005,24.896
USA-2007,USA,SOCEXP,2007,25.384
USA-2009,USA,SOCEXP,2009,28.105
USA-2011,USA,SOCEXP,2011,29.256
USA-2013,USA,SOCEXP,2013,29.027
USA-2015,USA,SOCEXP,2015,29.446
USA-2017,USA,SOCEXP,2017,29.643
USA-1990,USA,SOCEXP,1990,5159.782
USA-1991,USA,SOCEXP,1991,5488.554
USA-1992,USA,SOCEXP,1992,5825.583
USA-1993,USA,SOCEXP,1993,6025.612
USA-1994,USA,SOCEXP,1994,6150.81
USA-1995,USA,SOCEXP,1995,6210.851
USA-1996,USA,SOCEXP,1996,6272.66
USA-1997,USA,SOCEXP,1997,6281.912
USA-1998,USA,SOCEXP,1998,6508.019
USA-1999,USA,SOCEXP,1999,6611.523
USA-2000,USA,SOCEXP,2000,6820.476
USA-2001,USA,SOCEXP,2001,7146.109
USA-2002,USA,SOCEXP,2002,7599.02
USA-2003,USA,SOCEXP,2003,7858.194
USA-2004,USA,SOCEXP,2004,7997.146
USA-2005,USA,SOCEXP,2005,8118.163
USA-2006,USA,SOCEXP,2006,8309.881
USA-2007,USA,SOCEXP,2007,8484.736
USA-2008,USA,SOCEXP,2008,8761.727
USA-2009,USA,SOCEXP,2009,9590.195
USA-2010,USA,SOCEXP,2010,10018.103
USA-2011,USA,SOCEXP,2011,9966.236
USA-2012,USA,SOCEXP,2012,9957.415
USA-2013,USA,SOCEXP,2013,10053.486
USA-2014,USA,SOCEXP,2014,10209.755
USA-2015,USA,SOCEXP,2015,10467.368
USA-2016,USA,SOCEXP,2016,10657.46
USA-2017,USA,SOCEXP,2017,10699.625
USA-2018,USA,SOCEXP,2018,10785.328
CHL-1990,CHL,SOCEXP,1990,0.546
CHL-1991,CHL,SOCEXP,1991,0.653
CHL-1992,CHL,SOCEXP,1992,0.771
CHL-1993,CHL,SOCEXP,1993,0.885
CHL-1994,CHL,SOCEXP,1994,1.069
CHL-1995,CHL,SOCEXP,1995,1.186
CHL-1996,CHL,SOCEXP,1996,1.263
CHL-1997,CHL,SOCEXP,1997,1.33
CHL-1998,CHL,SOCEXP,1998,1.349
CHL-1999,CHL,SOCEXP,1999,1.485
CHL-2000,CHL,SOCEXP,2000,2.673
CHL-2001,CHL,SOCEXP,2001,2.767
CHL-2002,CHL,SOCEXP,2002,2.741
CHL-2003,CHL,SOCEXP,2003,2.695
CHL-2004,CHL,SOCEXP,2004,2.732
CHL-2005,CHL,SOCEXP,2005,2.663
CHL-2006,CHL,SOCEXP,2006,2.519
CHL-2007,CHL,SOCEXP,2007,2.612
CHL-2008,CHL,SOCEXP,2008,2.947
CHL-2009,CHL,SOCEXP,2009,3.236
CHL-2010,CHL,SOCEXP,2010,2.968
CHL-2011,CHL,SOCEXP,2011,3.052
CHL-2012,CHL,SOCEXP,2012,3.173
CHL-2013,CHL,SOCEXP,2013,3.341
CHL-2014,CHL,SOCEXP,2014,3.398
CHL-2015,CHL,SOCEXP,2015,3.511
CHL-2016,CHL,SOCEXP,2016,3.502
CHL-2017,CHL,SOCEXP,2017,3.654
CHL-2018,CHL,SOCEXP,2018,3.699
CHL-2019,CHL,SOCEXP,2019,3.927
CHL-1990,CHL,SOCEXP,1990,9.792
CHL-1991,CHL,SOCEXP,1991,9.773
CHL-1992,CHL,SOCEXP,1992,9.336
CHL-1993,CHL,SOCEXP,1993,9.452
CHL-1994,CHL,SOCEXP,1994,9.191
CHL-1995,CHL,SOCEXP,1995,10.971
CHL-1996,CHL,SOCEXP,1996,11.864
CHL-1997,CHL,SOCEXP,1997,11.582
CHL-1998,CHL,SOCEXP,1998,11.906
CHL-1999,CHL,SOCEXP,1999,12.706
CHL-2000,CHL,SOCEXP,2000,10.397
CHL-2001,CHL,SOCEXP,2001,10.117
CHL-2002,CHL,SOCEXP,2002,10.155
CHL-2003,CHL,SOCEXP,2003,10.036
CHL-2004,CHL,SOCEXP,2004,9.289
CHL-2005,CHL,SOCEXP,2005,8.871
CHL-2006,CHL,SOCEXP,2006,8.258
CHL-2007,CHL,SOCEXP,2007,8.431
CHL-2008,CHL,SOCEXP,2008,9.62
CHL-2009,CHL,SOCEXP,2009,11.489
CHL-2010,CHL,SOCEXP,2010,10.574
CHL-2011,CHL,SOCEXP,2011,10.112
CHL-2012,CHL,SOCEXP,2012,10.21
CHL-2013,CHL,SOCEXP,2013,10.117
CHL-2014,CHL,SOCEXP,2014,10.385
CHL-2015,CHL,SOCEXP,2015,10.899
CHL-2016,CHL,SOCEXP,2016,11.139
CHL-2017,CHL,SOCEXP,2017,11.45
CHL-2018,CHL,SOCEXP,2018,11.348
CHL-2019,CHL,SOCEXP,2019,11.397
CHL-2009,CHL,SOCEXP,2009,11.146
CHL-2011,CHL,SOCEXP,2011,9.743
CHL-2013,CHL,SOCEXP,2013,9.823
CHL-2015,CHL,SOCEXP,2015,10.537
CHL-2017,CHL,SOCEXP,2017,11.103
CHL-2009,CHL,SOCEXP,2009,13.565
CHL-2011,CHL,SOCEXP,2011,12.066
CHL-2013,CHL,SOCEXP,2013,12.373
CHL-2015,CHL,SOCEXP,2015,13.266
CHL-2017,CHL,SOCEXP,2017,13.958
EST-1999,EST,SOCEXP,1999,0.282
EST-2000,EST,SOCEXP,2000,0.137
EST-2001,EST,SOCEXP,2001,0.114
EST-2002,EST,SOCEXP,2002,0.135
EST-2003,EST,SOCEXP,2003,0.138
EST-2004,EST,SOCEXP,2004,0.138
EST-2005,EST,SOCEXP,2005,0.13
EST-2006,EST,SOCEXP,2006,0.054
EST-2007,EST,SOCEXP,2007,0.071
EST-2008,EST,SOCEXP,2008,0.131
EST-2009,EST,SOCEXP,2009,0.117
EST-2010,EST,SOCEXP,2010,0.11
EST-2011,EST,SOCEXP,2011,0.098
EST-2012,EST,SOCEXP,2012,0.104
EST-2013,EST,SOCEXP,2013,0.106
EST-2014,EST,SOCEXP,2014,0.101
EST-2015,EST,SOCEXP,2015,0.102
EST-2016,EST,SOCEXP,2016,0.108
EST-2017,EST,SOCEXP,2017,0.106
EST-1999,EST,SOCEXP,1999,15.19
EST-2000,EST,SOCEXP,2000,13.914
EST-2001,EST,SOCEXP,2001,13.057
EST-2002,EST,SOCEXP,2002,12.758
EST-2003,EST,SOCEXP,2003,12.888
EST-2004,EST,SOCEXP,2004,13.306
EST-2005,EST,SOCEXP,2005,12.84
EST-2006,EST,SOCEXP,2006,12.455
EST-2007,EST,SOCEXP,2007,12.367
EST-2008,EST,SOCEXP,2008,15.121
EST-2009,EST,SOCEXP,2009,19.313
EST-2010,EST,SOCEXP,2010,17.994
EST-2011,EST,SOCEXP,2011,16.038
EST-2012,EST,SOCEXP,2012,15.636
EST-2013,EST,SOCEXP,2013,15.575
EST-2014,EST,SOCEXP,2014,15.949
EST-2015,EST,SOCEXP,2015,17.154
EST-2016,EST,SOCEXP,2016,17.505
EST-2017,EST,SOCEXP,2017,17.242
EST-2018,EST,SOCEXP,2018,17.511
EST-2019,EST,SOCEXP,2019,17.688
EST-2009,EST,SOCEXP,2009,16.026
EST-2011,EST,SOCEXP,2011,13.428
EST-2013,EST,SOCEXP,2013,13.194
EST-2015,EST,SOCEXP,2015,14.379
EST-2017,EST,SOCEXP,2017,14.464
EST-2009,EST,SOCEXP,2009,16.095
EST-2011,EST,SOCEXP,2011,13.489
EST-2013,EST,SOCEXP,2013,13.266
EST-2015,EST,SOCEXP,2015,14.448
EST-2017,EST,SOCEXP,2017,14.514
ISR-1995,ISR,SOCEXP,1995,0.14
ISR-1996,ISR,SOCEXP,1996,0.169
ISR-1997,ISR,SOCEXP,1997,0.214
ISR-1998,ISR,SOCEXP,1998,0.263
ISR-1999,ISR,SOCEXP,1999,0.3
ISR-2000,ISR,SOCEXP,2000,2.282
ISR-2001,ISR,SOCEXP,2001,2.229
ISR-2002,ISR,SOCEXP,2002,2.362
ISR-2003,ISR,SOCEXP,2003,2.437
ISR-2004,ISR,SOCEXP,2004,2.277
ISR-2005,ISR,SOCEXP,2005,2.402
ISR-2006,ISR,SOCEXP,2006,2.409
ISR-2007,ISR,SOCEXP,2007,2.353
ISR-2008,ISR,SOCEXP,2008,2.726
ISR-2009,ISR,SOCEXP,2009,2.487
ISR-2010,ISR,SOCEXP,2010,2.487
ISR-2011,ISR,SOCEXP,2011,2.438
ISR-2012,ISR,SOCEXP,2012,2.413
ISR-2013,ISR,SOCEXP,2013,2.387
ISR-2014,ISR,SOCEXP,2014,2.411
ISR-2015,ISR,SOCEXP,2015,2.441
ISR-2016,ISR,SOCEXP,2016,2.439
ISR-2017,ISR,SOCEXP,2017,2.509
ISR-2018,ISR,SOCEXP,2018,2.478
ISR-1995,ISR,SOCEXP,1995,16.306
ISR-1996,ISR,SOCEXP,1996,16.722
ISR-1997,ISR,SOCEXP,1997,16.837
ISR-1998,ISR,SOCEXP,1998,16.488
ISR-1999,ISR,SOCEXP,1999,16.411
ISR-2000,ISR,SOCEXP,2000,16.154
ISR-2001,ISR,SOCEXP,2001,17.409
ISR-2002,ISR,SOCEXP,2002,17.388
ISR-2003,ISR,SOCEXP,2003,16.85
ISR-2004,ISR,SOCEXP,2004,15.868
ISR-2005,ISR,SOCEXP,2005,15.386
ISR-2006,ISR,SOCEXP,2006,15.183
ISR-2007,ISR,SOCEXP,2007,14.679
ISR-2008,ISR,SOCEXP,2008,14.805
ISR-2009,ISR,SOCEXP,2009,15.365
ISR-2010,ISR,SOCEXP,2010,15.459
ISR-2011,ISR,SOCEXP,2011,15.236
ISR-2012,ISR,SOCEXP,2012,15.525
ISR-2013,ISR,SOCEXP,2013,15.482
ISR-2014,ISR,SOCEXP,2014,15.429
ISR-2015,ISR,SOCEXP,2015,15.411
ISR-2016,ISR,SOCEXP,2016,15.398
ISR-2017,ISR,SOCEXP,2017,16.241
ISR-2018,ISR,SOCEXP,2018,16.269
ISR-2019,ISR,SOCEXP,2019,16.292
ISR-2009,ISR,SOCEXP,2009,14.174
ISR-2011,ISR,SOCEXP,2011,13.991
ISR-2013,ISR,SOCEXP,2013,14.358
ISR-2015,ISR,SOCEXP,2015,14.202
ISR-2017,ISR,SOCEXP,2017,15.181
ISR-2009,ISR,SOCEXP,2009,16.285
ISR-2011,ISR,SOCEXP,2011,16.057
ISR-2013,ISR,SOCEXP,2013,16.403
ISR-2015,ISR,SOCEXP,2015,16.282
ISR-2017,ISR,SOCEXP,2017,17.331
SVN-1996,SVN,SOCEXP,1996,0.032
SVN-1997,SVN,SOCEXP,1997,0.03
SVN-1998,SVN,SOCEXP,1998,0.028
SVN-1999,SVN,SOCEXP,1999,0.027
SVN-2000,SVN,SOCEXP,2000,0.026
SVN-2001,SVN,SOCEXP,2001,0.025
SVN-2002,SVN,SOCEXP,2002,0.024
SVN-2003,SVN,SOCEXP,2003,1.213
SVN-2004,SVN,SOCEXP,2004,1.167
SVN-2005,SVN,SOCEXP,2005,1.101
SVN-2006,SVN,SOCEXP,2006,1.164
SVN-2007,SVN,SOCEXP,2007,1.135
SVN-2008,SVN,SOCEXP,2008,1.104
SVN-2009,SVN,SOCEXP,2009,1.213
SVN-2010,SVN,SOCEXP,2010,1.194
SVN-2011,SVN,SOCEXP,2011,1.228
SVN-2012,SVN,SOCEXP,2012,1.358
SVN-2013,SVN,SOCEXP,2013,1.413
SVN-2014,SVN,SOCEXP,2014,1.352
SVN-2015,SVN,SOCEXP,2015,1.339
SVN-2016,SVN,SOCEXP,2016,1.299
SVN-2017,SVN,SOCEXP,2017,1.268
SVN-1995,SVN,SOCEXP,1995,5.681
SVN-1996,SVN,SOCEXP,1996,21.925
SVN-1997,SVN,SOCEXP,1997,22.267
SVN-1998,SVN,SOCEXP,1998,22.342
SVN-1999,SVN,SOCEXP,1999,22.316
SVN-2000,SVN,SOCEXP,2000,22.095
SVN-2001,SVN,SOCEXP,2001,21.95
SVN-2002,SVN,SOCEXP,2002,22.32
SVN-2003,SVN,SOCEXP,2003,21.935
SVN-2004,SVN,SOCEXP,2004,21.551
SVN-2005,SVN,SOCEXP,2005,21.524
SVN-2006,SVN,SOCEXP,2006,21.126
SVN-2007,SVN,SOCEXP,2007,19.763
SVN-2008,SVN,SOCEXP,2008,19.88
SVN-2009,SVN,SOCEXP,2009,22.428
SVN-2010,SVN,SOCEXP,2010,23.355
SVN-2011,SVN,SOCEXP,2011,23.441
SVN-2012,SVN,SOCEXP,2012,23.473
SVN-2013,SVN,SOCEXP,2013,23.802
SVN-2014,SVN,SOCEXP,2014,23.094
SVN-2015,SVN,SOCEXP,2015,22.651
SVN-2016,SVN,SOCEXP,2016,22.291
SVN-2017,SVN,SOCEXP,2017,21.497
SVN-2018,SVN,SOCEXP,2018,21.018
SVN-2019,SVN,SOCEXP,2019,21.112
SVN-2009,SVN,SOCEXP,2009,19.695
SVN-2011,SVN,SOCEXP,2011,20.113
SVN-2013,SVN,SOCEXP,2013,20.259
SVN-2015,SVN,SOCEXP,2015,19.323
SVN-2017,SVN,SOCEXP,2017,18.452
SVN-2009,SVN,SOCEXP,2009,20.782
SVN-2011,SVN,SOCEXP,2011,21.221
SVN-2013,SVN,SOCEXP,2013,21.587
SVN-2015,SVN,SOCEXP,2015,20.57
SVN-2017,SVN,SOCEXP,2017,19.618
OECD-1990,OECD,SOCEXP,1990,2.246
OECD-1991,OECD,SOCEXP,1991,2.359
OECD-1992,OECD,SOCEXP,1992,2.465
OECD-1993,OECD,SOCEXP,1993,2.564
OECD-1994,OECD,SOCEXP,1994,2.553
OECD-1995,OECD,SOCEXP,1995,2.842
OECD-1996,OECD,SOCEXP,1996,2.954
OECD-1997,OECD,SOCEXP,1997,3.078
OECD-1998,OECD,SOCEXP,1998,3.127
OECD-1999,OECD,SOCEXP,1999,3.062
OECD-2000,OECD,SOCEXP,2000,2.992
OECD-2001,OECD,SOCEXP,2001,2.976
OECD-2002,OECD,SOCEXP,2002,2.963
OECD-2003,OECD,SOCEXP,2003,2.986
OECD-2004,OECD,SOCEXP,2004,2.946
OECD-2005,OECD,SOCEXP,2005,2.921
OECD-2006,OECD,SOCEXP,2006,3.032
OECD-2007,OECD,SOCEXP,2007,3.14
OECD-2008,OECD,SOCEXP,2008,3.161
OECD-2009,OECD,SOCEXP,2009,3.432
OECD-2010,OECD,SOCEXP,2010,3.412
OECD-2011,OECD,SOCEXP,2011,3.474
OECD-2012,OECD,SOCEXP,2012,3.556
OECD-2013,OECD,SOCEXP,2013,3.57
OECD-2014,OECD,SOCEXP,2014,3.662
OECD-2015,OECD,SOCEXP,2015,3.707
OECD-2016,OECD,SOCEXP,2016,3.097
OECD-2017,OECD,SOCEXP,2017,3.151
OECD-1990,OECD,SOCEXP,1990,16.529
OECD-1991,OECD,SOCEXP,1991,17.355
OECD-1992,OECD,SOCEXP,1992,18.16
OECD-1993,OECD,SOCEXP,1993,18.658
