LocationTime,LOCATION,INDICATOR,TIME,Soc_Spend_Val
KOR-2010,KOR,SOCEXP,2010,2639.403
KOR-2011,KOR,SOCEXP,2011,2699.545
KOR-2012,KOR,SOCEXP,2012,2931.462
KOR-2013,KOR,SOCEXP,2013,3189.734
KOR-2014,KOR,SOCEXP,2014,3406.541
KOR-2015,KOR,SOCEXP,2015,3652.776
KOR-2016,KOR,SOCEXP,2016,3836.389
KOR-2017,KOR,SOCEXP,2017,4041.236
KOR-2018,KOR,SOCEXP,2018,4427.046
LUX-1990,LUX,SOCEXP,1990,0.073
LUX-1991,LUX,SOCEXP,1991,0.076
LUX-1992,LUX,SOCEXP,1992,0.083
LUX-1993,LUX,SOCEXP,1993,0.08
LUX-1994,LUX,SOCEXP,1994,0.076
LUX-1995,LUX,SOCEXP,1995,0.073
LUX-1999,LUX,SOCEXP,1999,0.158
LUX-2000,LUX,SOCEXP,2000,0.223
LUX-2001,LUX,SOCEXP,2001,0.415
LUX-2002,LUX,SOCEXP,2002,0.4
LUX-2003,LUX,SOCEXP,2003,0.481
LUX-2004,LUX,SOCEXP,2004,0.601
LUX-2005,LUX,SOCEXP,2005,0.55
LUX-2006,LUX,SOCEXP,2006,0.537
LUX-2007,LUX,SOCEXP,2007,0.64
LUX-2008,LUX,SOCEXP,2008,0.498
LUX-2009,LUX,SOCEXP,2009,1.121
LUX-2010,LUX,SOCEXP,2010,1.153
LUX-2011,LUX,SOCEXP,2011,1.181
LUX-2012,LUX,SOCEXP,2012,1.289
LUX-2013,LUX,SOCEXP,2013,1.109
LUX-2014,LUX,SOCEXP,2014,1.042
LUX-2015,LUX,SOCEXP,2015,1.068
LUX-2016,LUX,SOCEXP,2016,1.062
LUX-2017,LUX,SOCEXP,2017,1.068
LUX-1990,LUX,SOCEXP,1990,18.328
LUX-1991,LUX,SOCEXP,1991,18.631
LUX-1992,LUX,SOCEXP,1992,18.971
LUX-1993,LUX,SOCEXP,1993,19.284
LUX-1994,LUX,SOCEXP,1994,19.105
LUX-1995,LUX,SOCEXP,1995,19.882
LUX-1996,LUX,SOCEXP,1996,19.729
LUX-1997,LUX,SOCEXP,1997,19.863
LUX-1998,LUX,SOCEXP,1998,20.154
LUX-1999,LUX,SOCEXP,1999,19.499
LUX-2000,LUX,SOCEXP,2000,18.699
LUX-2001,LUX,SOCEXP,2001,20.391
LUX-2002,LUX,SOCEXP,2002,21.428
LUX-2003,LUX,SOCEXP,2003,22.809
LUX-2004,LUX,SOCEXP,2004,23.077
LUX-2005,LUX,SOCEXP,2005,22.833
LUX-2006,LUX,SOCEXP,2006,21.397
LUX-2007,LUX,SOCEXP,2007,20.211
LUX-2008,LUX,SOCEXP,2008,21.937
LUX-2009,LUX,SOCEXP,2009,24.037
LUX-2010,LUX,SOCEXP,2010,23.139
LUX-2011,LUX,SOCEXP,2011,21.19
LUX-2012,LUX,SOCEXP,2012,22.067
LUX-2013,LUX,SOCEXP,2013,22.267
LUX-2014,LUX,SOCEXP,2014,21.852
LUX-2015,LUX,SOCEXP,2015,21.62
LUX-2016,LUX,SOCEXP,2016,21.02
LUX-2017,LUX,SOCEXP,2017,21.505
LUX-2018,LUX,SOCEXP,2018,21.46
LUX-2019,LUX,SOCEXP,2019,21.637
LUX-2003,LUX,SOCEXP,2003,18.382
LUX-2005,LUX,SOCEXP,2005,18.076
LUX-2007,LUX,SOCEXP,2007,15.795
LUX-2009,LUX,SOCEXP,2009,18.938
LUX-2011,LUX,SOCEXP,2011,16.305
LUX-2013,LUX,SOCEXP,2013,16.747
LUX-2015,LUX,SOCEXP,2015,16.437
LUX-2017,LUX,SOCEXP,2017,16.652
LUX-2003,LUX,SOCEXP,2003,18.8
LUX-2005,LUX,SOCEXP,2005,18.536
LUX-2007,LUX,SOCEXP,2007,16.33
LUX-2009,LUX,SOCEXP,2009,19.754
LUX-2011,LUX,SOCEXP,2011,17.157
LUX-2013,LUX,SOCEXP,2013,17.502
LUX-2015,LUX,SOCEXP,2015,17.171
LUX-2017,LUX,SOCEXP,2017,17.396
LUX-1990,LUX,SOCEXP,1990,11157.627
LUX-1991,LUX,SOCEXP,1991,12157.027
LUX-1992,LUX,SOCEXP,1992,12434.189
LUX-1993,LUX,SOCEXP,1993,12985.018
LUX-1994,LUX,SOCEXP,1994,13164.055
LUX-1995,LUX,SOCEXP,1995,14298.914
LUX-1996,LUX,SOCEXP,1996,14214.291
LUX-1997,LUX,SOCEXP,1997,14933.554
LUX-1998,LUX,SOCEXP,1998,15866.802
LUX-1999,LUX,SOCEXP,1999,16415.194
LUX-2000,LUX,SOCEXP,2000,16819.002
LUX-2001,LUX,SOCEXP,2001,18597.837
LUX-2002,LUX,SOCEXP,2002,20072.422
LUX-2003,LUX,SOCEXP,2003,21444.864
LUX-2004,LUX,SOCEXP,2004,22174.192
LUX-2005,LUX,SOCEXP,2005,22286.346
LUX-2006,LUX,SOCEXP,2006,21630.682
LUX-2007,LUX,SOCEXP,2007,21780.939
LUX-2008,LUX,SOCEXP,2008,22931.072
LUX-2009,LUX,SOCEXP,2009,23597.964
LUX-2010,LUX,SOCEXP,2010,23384.181
LUX-2011,LUX,SOCEXP,2011,21455.152
LUX-2012,LUX,SOCEXP,2012,21758.628
LUX-2013,LUX,SOCEXP,2013,22181.754
LUX-2014,LUX,SOCEXP,2014,22175.043
LUX-2015,LUX,SOCEXP,2015,22439.255
LUX-2016,LUX,SOCEXP,2016,22239.15
LUX-2017,LUX,SOCEXP,2017,22663.646
MEX-1990,MEX,SOCEXP,1990,0.052
MEX-1991,MEX,SOCEXP,1991,0.076
MEX-1992,MEX,SOCEXP,1992,0.084
MEX-1993,MEX,SOCEXP,1993,0.083
MEX-1994,MEX,SOCEXP,1994,0.083
MEX-1995,MEX,SOCEXP,1995,0.077
MEX-1996,MEX,SOCEXP,1996,0.082
MEX-1997,MEX,SOCEXP,1997,0.094
MEX-1998,MEX,SOCEXP,1998,0.094
MEX-1999,MEX,SOCEXP,1999,0.097
MEX-2000,MEX,SOCEXP,2000,0.114
MEX-2001,MEX,SOCEXP,2001,0.136
MEX-2002,MEX,SOCEXP,2002,0.15
MEX-2003,MEX,SOCEXP,2003,0.164
MEX-2004,MEX,SOCEXP,2004,0.17
MEX-2005,MEX,SOCEXP,2005,0.185
MEX-2006,MEX,SOCEXP,2006,0.193
MEX-2007,MEX,SOCEXP,2007,0.212
MEX-2008,MEX,SOCEXP,2008,0.313
MEX-2009,MEX,SOCEXP,2009,0.366
MEX-2010,MEX,SOCEXP,2010,0.34
MEX-2011,MEX,SOCEXP,2011,0.339
MEX-2012,MEX,SOCEXP,2012,0.339
MEX-2013,MEX,SOCEXP,2013,0.352
MEX-2014,MEX,SOCEXP,2014,0.376
MEX-2015,MEX,SOCEXP,2015,0.372
MEX-2016,MEX,SOCEXP,2016,0.398
MEX-2017,MEX,SOCEXP,2017,0.398
MEX-2018,MEX,SOCEXP,2018,0.422
MEX-1990,MEX,SOCEXP,1990,3.139
MEX-1991,MEX,SOCEXP,1991,3.523
MEX-1992,MEX,SOCEXP,1992,3.85
MEX-1993,MEX,SOCEXP,1993,3.786
MEX-1994,MEX,SOCEXP,1994,4.105
MEX-1995,MEX,SOCEXP,1995,3.68
MEX-1996,MEX,SOCEXP,1996,3.367
MEX-1997,MEX,SOCEXP,1997,3.396
MEX-1998,MEX,SOCEXP,1998,3.809
MEX-1999,MEX,SOCEXP,1999,4.286
MEX-2000,MEX,SOCEXP,2000,4.391
MEX-2001,MEX,SOCEXP,2001,4.992
MEX-2002,MEX,SOCEXP,2002,5.346
MEX-2003,MEX,SOCEXP,2003,6.02
MEX-2004,MEX,SOCEXP,2004,5.954
MEX-2005,MEX,SOCEXP,2005,6.145
MEX-2006,MEX,SOCEXP,2006,6.26
MEX-2007,MEX,SOCEXP,2007,6.255
MEX-2008,MEX,SOCEXP,2008,6.704
MEX-2009,MEX,SOCEXP,2009,7.262
MEX-2010,MEX,SOCEXP,2010,7.368
MEX-2011,MEX,SOCEXP,2011,7.222
MEX-2012,MEX,SOCEXP,2012,7.235
MEX-2013,MEX,SOCEXP,2013,7.566
MEX-2014,MEX,SOCEXP,2014,7.566
MEX-2015,MEX,SOCEXP,2015,7.676
MEX-2016,MEX,SOCEXP,2016,7.501
MEX-2017,MEX,SOCEXP,2017,7.496
MEX-2018,MEX,SOCEXP,2018,7.237
MEX-2019,MEX,SOCEXP,2019,7.481
MEX-1999,MEX,SOCEXP,1999,4.286
MEX-2001,MEX,SOCEXP,2001,5.927
MEX-2003,MEX,SOCEXP,2003,6.682
MEX-2005,MEX,SOCEXP,2005,6.911
MEX-2007,MEX,SOCEXP,2007,7.113
MEX-2009,MEX,SOCEXP,2009,7.28
MEX-2011,MEX,SOCEXP,2011,7.005
MEX-2013,MEX,SOCEXP,2013,7.383
MEX-2015,MEX,SOCEXP,2015,7.396
MEX-2017,MEX,SOCEXP,2017,7.242
MEX-1999,MEX,SOCEXP,1999,4.383
MEX-2001,MEX,SOCEXP,2001,5.891
MEX-2003,MEX,SOCEXP,2003,6.652
MEX-2005,MEX,SOCEXP,2005,6.984
MEX-2007,MEX,SOCEXP,2007,7.17
MEX-2009,MEX,SOCEXP,2009,7.572
MEX-2011,MEX,SOCEXP,2011,7.274
MEX-2013,MEX,SOCEXP,2013,7.661
MEX-2015,MEX,SOCEXP,2015,7.69
MEX-2017,MEX,SOCEXP,2017,7.555
MEX-1990,MEX,SOCEXP,1990,422.407
MEX-1991,MEX,SOCEXP,1991,485.46
MEX-1992,MEX,SOCEXP,1992,540.599
MEX-1993,MEX,SOCEXP,1993,541.648
MEX-1994,MEX,SOCEXP,1994,606.665
MEX-1995,MEX,SOCEXP,1995,501.912
MEX-1996,MEX,SOCEXP,1996,483.286
MEX-1997,MEX,SOCEXP,1997,513.682
MEX-1998,MEX,SOCEXP,1998,597.999
MEX-1999,MEX,SOCEXP,1999,682.934
MEX-2000,MEX,SOCEXP,2000,725.601
MEX-2001,MEX,SOCEXP,2001,811.785
MEX-2002,MEX,SOCEXP,2002,858.01
MEX-2003,MEX,SOCEXP,2003,967.979
MEX-2004,MEX,SOCEXP,2004,983.269
MEX-2005,MEX,SOCEXP,2005,1028.21
MEX-2006,MEX,SOCEXP,2006,1081.901
MEX-2007,MEX,SOCEXP,2007,1092.116
MEX-2008,MEX,SOCEXP,2008,1167.824
MEX-2009,MEX,SOCEXP,2009,1181.637
MEX-2010,MEX,SOCEXP,2010,1244.196
MEX-2011,MEX,SOCEXP,2011,1248.947
MEX-2012,MEX,SOCEXP,2012,1281.485
MEX-2013,MEX,SOCEXP,2013,1342.786
MEX-2014,MEX,SOCEXP,2014,1365.332
MEX-2015,MEX,SOCEXP,2015,1415.322
MEX-2016,MEX,SOCEXP,2016,1408.476
MEX-2017,MEX,SOCEXP,2017,1422.897
MEX-2018,MEX,SOCEXP,2018,1389.284
MEX-2019,MEX,SOCEXP,2019,1420.475
NLD-1990,NLD,SOCEXP,1990,5.628
NLD-1991,NLD,SOCEXP,1991,5.779
NLD-1992,NLD,SOCEXP,1992,5.814
NLD-1993,NLD,SOCEXP,1993,6.071
NLD-1994,NLD,SOCEXP,1994,6.229
NLD-1995,NLD,SOCEXP,1995,6.98
NLD-1996,NLD,SOCEXP,1996,6.887
NLD-1997,NLD,SOCEXP,1997,6.786
NLD-1998,NLD,SOCEXP,1998,7.453
NLD-1999,NLD,SOCEXP,1999,7.504
NLD-2000,NLD,SOCEXP,2000,7.511
NLD-2001,NLD,SOCEXP,2001,7.303
NLD-2002,NLD,SOCEXP,2002,7.8
NLD-2003,NLD,SOCEXP,2003,8.076
NLD-2004,NLD,SOCEXP,2004,8.158
NLD-2005,NLD,SOCEXP,2005,8.201
NLD-2006,NLD,SOCEXP,2006,11.423
NLD-2007,NLD,SOCEXP,2007,11.423
NLD-2008,NLD,SOCEXP,2008,11.61
NLD-2009,NLD,SOCEXP,2009,12.617
NLD-2010,NLD,SOCEXP,2010,12.799
NLD-2011,NLD,SOCEXP,2011,13.062
NLD-2012,NLD,SOCEXP,2012,13.142
NLD-2013,NLD,SOCEXP,2013,13.105
NLD-2014,NLD,SOCEXP,2014,13.073
NLD-2015,NLD,SOCEXP,2015,13.314
NLD-2016,NLD,SOCEXP,2016,13.284
NLD-2017,NLD,SOCEXP,2017,13.464
NLD-1990,NLD,SOCEXP,1990,23.683
NLD-1991,NLD,SOCEXP,1991,23.634
NLD-1992,NLD,SOCEXP,1992,24.065
NLD-1993,NLD,SOCEXP,1993,24.172
NLD-1994,NLD,SOCEXP,1994,22.841
NLD-1995,NLD,SOCEXP,1995,22.082
NLD-1996,NLD,SOCEXP,1996,21.001
NLD-1997,NLD,SOCEXP,1997,20.319
NLD-1998,NLD,SOCEXP,1998,20.301
NLD-1999,NLD,SOCEXP,1999,19.603
NLD-2000,NLD,SOCEXP,2000,19.002
NLD-2001,NLD,SOCEXP,2001,19.098
NLD-2002,NLD,SOCEXP,2002,19.878
NLD-2003,NLD,SOCEXP,2003,20.555
NLD-2004,NLD,SOCEXP,2004,20.397
NLD-2005,NLD,SOCEXP,2005,19.921
NLD-2006,NLD,SOCEXP,2006,16.434
NLD-2007,NLD,SOCEXP,2007,15.742
NLD-2008,NLD,SOCEXP,2008,15.479
NLD-2009,NLD,SOCEXP,2009,17.072
NLD-2010,NLD,SOCEXP,2010,17.467
NLD-2011,NLD,SOCEXP,2011,17.54
NLD-2012,NLD,SOCEXP,2012,17.926
NLD-2013,NLD,SOCEXP,2013,18.134
NLD-2014,NLD,SOCEXP,2014,17.932
NLD-2015,NLD,SOCEXP,2015,17.598
NLD-2016,NLD,SOCEXP,2016,17.473
NLD-2017,NLD,SOCEXP,2017,16.609
NLD-2018,NLD,SOCEXP,2018,16.221
NLD-2019,NLD,SOCEXP,2019,16.08
NLD-1995,NLD,SOCEXP,1995,17.186
NLD-1997,NLD,SOCEXP,1997,15.831
NLD-1999,NLD,SOCEXP,1999,15.816
NLD-2001,NLD,SOCEXP,2001,16.42
NLD-2003,NLD,SOCEXP,2003,17.436
NLD-2005,NLD,SOCEXP,2005,17.1
NLD-2007,NLD,SOCEXP,2007,13.56
NLD-2009,NLD,SOCEXP,2009,14.612
NLD-2011,NLD,SOCEXP,2011,14.978
NLD-2013,NLD,SOCEXP,2013,14.875
NLD-2015,NLD,SOCEXP,2015,14.587
NLD-2017,NLD,SOCEXP,2017,13.53
NLD-1997,NLD,SOCEXP,1997,20.545
NLD-1999,NLD,SOCEXP,1999,21.29
NLD-2001,NLD,SOCEXP,2001,21.815
NLD-2003,NLD,SOCEXP,2003,23.266
NLD-2005,NLD,SOCEXP,2005,23.006
NLD-2007,NLD,SOCEXP,2007,22.908
NLD-2009,NLD,SOCEXP,2009,25.1
NLD-2011,NLD,SOCEXP,2011,25.823
NLD-2013,NLD,SOCEXP,2013,25.824
NLD-2015,NLD,SOCEXP,2015,25.712
NLD-2017,NLD,SOCEXP,2017,24.669
NLD-1990,NLD,SOCEXP,1990,8202.494
NLD-1991,NLD,SOCEXP,1991,8317.797
NLD-1992,NLD,SOCEXP,1992,8549.386
NLD-1993,NLD,SOCEXP,1993,8633.96
NLD-1994,NLD,SOCEXP,1994,8350.217
NLD-1995,NLD,SOCEXP,1995,8282.163
NLD-1996,NLD,SOCEXP,1996,8114.736
NLD-1997,NLD,SOCEXP,1997,8148.856
NLD-1998,NLD,SOCEXP,1998,8469.305
NLD-1999,NLD,SOCEXP,1999,8532.655
NLD-2000,NLD,SOCEXP,2000,8556.586
NLD-2001,NLD,SOCEXP,2001,8734.042
NLD-2002,NLD,SOCEXP,2002,9052.416
NLD-2003,NLD,SOCEXP,2003,9331.189
NLD-2004,NLD,SOCEXP,2004,9410.427
NLD-2005,NLD,SOCEXP,2005,9357.383
NLD-2006,NLD,SOCEXP,2006,7973.844
NLD-2007,NLD,SOCEXP,2007,7909.04
NLD-2008,NLD,SOCEXP,2008,7914.292
NLD-2009,NLD,SOCEXP,2009,8366.452
NLD-2010,NLD,SOCEXP,2010,8630.224
NLD-2011,NLD,SOCEXP,2011,8759.799
NLD-2012,NLD,SOCEXP,2012,8827.41
NLD-2013,NLD,SOCEXP,2013,8892.393
NLD-2014,NLD,SOCEXP,2014,8886.12
NLD-2015,NLD,SOCEXP,2015,8852.128
NLD-2016,NLD,SOCEXP,2016,8934.371
NLD-2017,NLD,SOCEXP,2017,8688.169
NZL-1990,NZL,SOCEXP,1990,0.208
NZL-1991,NZL,SOCEXP,1991,0.273
NZL-1992,NZL,SOCEXP,1992,0.366
NZL-1993,NZL,SOCEXP,1993,0.38
NZL-1994,NZL,SOCEXP,1994,0.444
NZL-1995,NZL,SOCEXP,1995,0.464
NZL-1996,NZL,SOCEXP,1996,0.484
NZL-1997,NZL,SOCEXP,1997,0.502
NZL-1998,NZL,SOCEXP,1998,0.504
NZL-1999,NZL,SOCEXP,1999,0.488
NZL-2000,NZL,SOCEXP,2000,0.495
NZL-2001,NZL,SOCEXP,2001,0.5
NZL-2002,NZL,SOCEXP,2002,0.477
NZL-2003,NZL,SOCEXP,2003,0.444
NZL-2004,NZL,SOCEXP,2004,0.495
NZL-2005,NZL,SOCEXP,2005,0.517
NZL-2006,NZL,SOCEXP,2006,0.526
NZL-2007,NZL,SOCEXP,2007,0.512
NZL-2008,NZL,SOCEXP,2008,0.538
NZL-2009,NZL,SOCEXP,2009,0.633
NZL-2010,NZL,SOCEXP,2010,0.659
NZL-2011,NZL,SOCEXP,2011,0.668
NZL-2012,NZL,SOCEXP,2012,0.698
NZL-2013,NZL,SOCEXP,2013,0.709
NZL-2014,NZL,SOCEXP,2014,0.715
NZL-2015,NZL,SOCEXP,2015,0.712
NZL-2016,NZL,SOCEXP,2016,0.721
NZL-2017,NZL,SOCEXP,2017,0.707
NZL-2018,NZL,SOCEXP,2018,0.724
NZL-1990,NZL,SOCEXP,1990,20.442
NZL-1991,NZL,SOCEXP,1991,20.847
NZL-1992,NZL,SOCEXP,1992,20.508
NZL-1993,NZL,SOCEXP,1993,19.042
NZL-1994,NZL,SOCEXP,1994,18.401
NZL-1995,NZL,SOCEXP,1995,17.845
NZL-1996,NZL,SOCEXP,1996,17.784
NZL-1997,NZL,SOCEXP,1997,18.74
NZL-1998,NZL,SOCEXP,1998,19.261
NZL-1999,NZL,SOCEXP,1999,18.628
NZL-2000,NZL,SOCEXP,2000,18.406
NZL-2001,NZL,SOCEXP,2001,17.777
NZL-2002,NZL,SOCEXP,2002,18.249
NZL-2003,NZL,SOCEXP,2003,17.73
NZL-2004,NZL,SOCEXP,2004,17.422
NZL-2005,NZL,SOCEXP,2005,18.009
NZL-2006,NZL,SOCEXP,2006,18.707
NZL-2007,NZL,SOCEXP,2007,18.453
NZL-2008,NZL,SOCEXP,2008,19.843
NZL-2009,NZL,SOCEXP,2009,20.892
NZL-2010,NZL,SOCEXP,2010,20.625
NZL-2011,NZL,SOCEXP,2011,20.241
NZL-2012,NZL,SOCEXP,2012,20.401
NZL-2013,NZL,SOCEXP,2013,19.718
NZL-2014,NZL,SOCEXP,2014,19.748
NZL-2015,NZL,SOCEXP,2015,19.36
NZL-2016,NZL,SOCEXP,2016,19.04
NZL-2017,NZL,SOCEXP,2017,18.555
NZL-2018,NZL,SOCEXP,2018,19.389
NZL-1997,NZL,SOCEXP,1997,15.506
NZL-1999,NZL,SOCEXP,1999,15.724
NZL-2001,NZL,SOCEXP,2001,15.035
NZL-2003,NZL,SOCEXP,2003,15.091
NZL-2005,NZL,SOCEXP,2005,15.61
NZL-2007,NZL,SOCEXP,2007,16.231
NZL-2009,NZL,SOCEXP,2009,18.532
NZL-2011,NZL,SOCEXP,2011,17.964
NZL-2013,NZL,SOCEXP,2013,17.37
NZL-2015,NZL,SOCEXP,2015,16.993
NZL-2017,NZL,SOCEXP,2017,16.301
NZL-1997,NZL,SOCEXP,1997,15.936
NZL-1999,NZL,SOCEXP,1999,16.146
NZL-2001,NZL,SOCEXP,2001,15.47
NZL-2003,NZL,SOCEXP,2003,15.468
NZL-2005,NZL,SOCEXP,2005,16.063
NZL-2007,NZL,SOCEXP,2007,16.68
NZL-2009,NZL,SOCEXP,2009,19.063
NZL-2011,NZL,SOCEXP,2011,18.521
NZL-2013,NZL,SOCEXP,2013,17.977
NZL-2015,NZL,SOCEXP,2015,17.605
NZL-2017,NZL,SOCEXP,2017,16.913
NZL-1990,NZL,SOCEXP,1990,5076.691
NZL-1991,NZL,SOCEXP,1991,4900.558
NZL-1992,NZL,SOCEXP,1992,4831.884
NZL-1993,NZL,SOCEXP,1993,4722.081
NZL-1994,NZL,SOCEXP,1994,4737.276
NZL-1995,NZL,SOCEXP,1995,4730.733
NZL-1996,NZL,SOCEXP,1996,4798.948
NZL-1997,NZL,SOCEXP,1997,5146.835
NZL-1998,NZL,SOCEXP,1998,5304.922
NZL-1999,NZL,SOCEXP,1999,5367.636
NZL-2000,NZL,SOCEXP,2000,5392.997
NZL-2001,NZL,SOCEXP,2001,5360.838
NZL-2002,NZL,SOCEXP,2002,5678.774
NZL-2003,NZL,SOCEXP,2003,5661.849
NZL-2004,NZL,SOCEXP,2004,5665.974
NZL-2005,NZL,SOCEXP,2005,5984.669
NZL-2006,NZL,SOCEXP,2006,6302.523
NZL-2007,NZL,SOCEXP,2007,6397.918
NZL-2008,NZL,SOCEXP,2008,6709.899
NZL-2009,NZL,SOCEXP,2009,7123.222
NZL-2010,NZL,SOCEXP,2010,7029.782
NZL-2011,NZL,SOCEXP,2011,7038.144
NZL-2012,NZL,SOCEXP,2012,7227.852
NZL-2013,NZL,SOCEXP,2013,7064.177
NZL-2014,NZL,SOCEXP,2014,7212.157
NZL-2015,NZL,SOCEXP,2015,7241.224
NZL-2016,NZL,SOCEXP,2016,7245.844
NZL-2017,NZL,SOCEXP,2017,7216.112
NZL-2018,NZL,SOCEXP,2018,7632.527
NOR-1990,NOR,SOCEXP,1990,1.944
NOR-1991,NOR,SOCEXP,1991,1.898
NOR-1992,NOR,SOCEXP,1992,1.837
NOR-1993,NOR,SOCEXP,1993,1.736
NOR-1994,NOR,SOCEXP,1994,1.681
NOR-1995,NOR,SOCEXP,1995,1.691
NOR-1996,NOR,SOCEXP,1996,1.916
NOR-1997,NOR,SOCEXP,1997,1.842
NOR-1998,NOR,SOCEXP,1998,2.032
NOR-1999,NOR,SOCEXP,1999,2.251
NOR-2000,NOR,SOCEXP,2000,2.04
NOR-2001,NOR,SOCEXP,2001,2.116
NOR-2002,NOR,SOCEXP,2002,2.408
NOR-2003,NOR,SOCEXP,2003,2.557
NOR-2004,NOR,SOCEXP,2004,2.315
NOR-2005,NOR,SOCEXP,2005,2.025
NOR-2006,NOR,SOCEXP,2006,1.966
NOR-2007,NOR,SOCEXP,2007,1.962
NOR-2008,NOR,SOCEXP,2008,1.929
NOR-2009,NOR,SOCEXP,2009,2.334
NOR-2010,NOR,SOCEXP,2010,2.04
NOR-2011,NOR,SOCEXP,2011,2.153
NOR-2012,NOR,SOCEXP,2012,2.088
NOR-2013,NOR,SOCEXP,2013,2.225
NOR-2014,NOR,SOCEXP,2014,2.361
NOR-2015,NOR,SOCEXP,2015,2.535
NOR-2016,NOR,SOCEXP,2016,2.651
NOR-2017,NOR,SOCEXP,2017,2.59
NOR-1990,NOR,SOCEXP,1990,21.55
NOR-1991,NOR,SOCEXP,1991,22.458
NOR-1992,NOR,SOCEXP,1992,23.346
NOR-1993,NOR,SOCEXP,1993,23.261
NOR-1994,NOR,SOCEXP,1994,23.081
NOR-1995,NOR,SOCEXP,1995,22.474
NOR-1996,NOR,SOCEXP,1996,21.681
NOR-1997,NOR,SOCEXP,1997,21.183
NOR-1998,NOR,SOCEXP,1998,22.634
NOR-1999,NOR,SOCEXP,1999,22.552
NOR-2000,NOR,SOCEXP,2000,20.411
NOR-2001,NOR,SOCEXP,2001,21.234
NOR-2002,NOR,SOCEXP,2002,22.71
NOR-2003,NOR,SOCEXP,2003,23.644
NOR-2004,NOR,SOCEXP,2004,22.283
NOR-2005,NOR,SOCEXP,2005,20.737
NOR-2006,NOR,SOCEXP,2006,19.479
NOR-2007,NOR,SOCEXP,2007,19.603
NOR-2008,NOR,SOCEXP,2008,19.273
NOR-2009,NOR,SOCEXP,2009,22.509
NOR-2010,NOR,SOCEXP,2010,22.099
NOR-2011,NOR,SOCEXP,2011,21.58
NOR-2012,NOR,SOCEXP,2012,21.504
NOR-2013,NOR,SOCEXP,2013,21.969
NOR-2014,NOR,SOCEXP,2014,22.909
NOR-2015,NOR,SOCEXP,2015,24.788
NOR-2016,NOR,SOCEXP,2016,26.027
NOR-2017,NOR,SOCEXP,2017,25.212
NOR-2018,NOR,SOCEXP,2018,24.38
NOR-2019,NOR,SOCEXP,2019,25.316
NOR-1995,NOR,SOCEXP,1995,17.787
NOR-1997,NOR,SOCEXP,1997,16.711
NOR-1999,NOR,SOCEXP,1999,17.849
NOR-2001,NOR,SOCEXP,2001,17.07
NOR-2003,NOR,SOCEXP,2003,19.247
NOR-2005,NOR,SOCEXP,2005,16.996
NOR-2007,NOR,SOCEXP,2007,16.054
NOR-2009,NOR,SOCEXP,2009,18.615
NOR-2011,NOR,SOCEXP,2011,18.069
NOR-2013,NOR,SOCEXP,2013,18.395
NOR-2015,NOR,SOCEXP,2015,20.618
NOR-2017,NOR,SOCEXP,2017,20.98
NOR-1995,NOR,SOCEXP,1995,18.741
NOR-1997,NOR,SOCEXP,1997,17.747
NOR-1999,NOR,SOCEXP,1999,19.126
NOR-2001,NOR,SOCEXP,2001,18.307
NOR-2003,NOR,SOCEXP,2003,20.789
NOR-2005,NOR,SOCEXP,2005,18.199
NOR-2007,NOR,SOCEXP,2007,17.196
NOR-2009,NOR,SOCEXP,2009,20.016
NOR-2011,NOR,SOCEXP,2011,19.421
NOR-2013,NOR,SOCEXP,2013,19.793
NOR-2015,NOR,SOCEXP,2015,22.221
NOR-2017,NOR,SOCEXP,2017,22.623
NOR-1990,NOR,SOCEXP,1990,8706.426
NOR-1991,NOR,SOCEXP,1991,9307.073
NOR-1992,NOR,SOCEXP,1992,9964.526
NOR-1993,NOR,SOCEXP,1993,10149.414
NOR-1994,NOR,SOCEXP,1994,10518.819
NOR-1995,NOR,SOCEXP,1995,10613.781
NOR-1996,NOR,SOCEXP,1996,10700.075
NOR-1997,NOR,SOCEXP,1997,10946.893
NOR-1998,NOR,SOCEXP,1998,11933.539
NOR-1999,NOR,SOCEXP,1999,12045.009
NOR-2000,NOR,SOCEXP,2000,11178.17
NOR-2001,NOR,SOCEXP,2001,11810.165
NOR-2002,NOR,SOCEXP,2002,12745.615
NOR-2003,NOR,SOCEXP,2003,13311.668
NOR-2004,NOR,SOCEXP,2004,12966.727
NOR-2005,NOR,SOCEXP,2005,12300.969
NOR-2006,NOR,SOCEXP,2006,11735.347
NOR-2007,NOR,SOCEXP,2007,12039.696
NOR-2008,NOR,SOCEXP,2008,11746.484
NOR-2009,NOR,SOCEXP,2009,13311.27
NOR-2010,NOR,SOCEXP,2010,12998.713
NOR-2011,NOR,SOCEXP,2011,12652.561
NOR-2012,NOR,SOCEXP,2012,12778.501
NOR-2013,NOR,SOCEXP,2013,13031.704
NOR-2014,NOR,SOCEXP,2014,13703.231
NOR-2015,NOR,SOCEXP,2015,14964.391
NOR-2016,NOR,SOCEXP,2016,15740.849
NOR-2017,NOR,SOCEXP,2017,15481.452
POL-2002,POL,SOCEXP,2002,0.189
POL-2003,POL,SOCEXP,2003,0.194
POL-2004,POL,SOCEXP,2004,0.165
POL-2005,POL,SOCEXP,2005,0.208
POL-2006,POL,SOCEXP,2006,0.212
POL-2007,POL,SOCEXP,2007,0.213
POL-2008,POL,SOCEXP,2008,0.249
POL-2009,POL,SOCEXP,2009,0.263
