LocationTime,LOCATION,TIME,Edu_val_BUPPSRY,Edu_val_TRY,Edu_val_UPPSRY,employment_val_MEN_PC_WKGPOP,employment_val_MEN_THND_PER,employment_val_TOT_PC_WKGPOP,employment_val_TOT_THND_PER,employment_val_WOMEN_PC_WKGPOP,employment_val_WOMEN_THND_PER,hSpend_val_COMPULSORY,hSpend_val_OOPEXP,hSpend_val_TOT,hSpend_val_VOLUNTARY,obesity_val_MEASURED,obesity_val_SELFREPORTED,Poverty_Value_0_17,Poverty_Value_18_65,Poverty_Value_66MORE,Poverty_Value_TOT,smoking_val,Value_PRIV_PC_GDP,Value_PUB_PC_GDP,Value_PUB_USD_CAP,Value_PUBNET_PC_GDP,Value_TOTNET_PC_GDP,Social_spt_val,Suicide_val_MEN,Suicide_val_TOT,Suicide_val_WOMEN,Alcohol_val
BEL-2017,BEL,2017.0,23.202787,40.257053,36.540157,67.55,2495.7,63.125,4637.775,58.7,2142.075,,,,,,,,,,,,1.869,28.718,13602.448,25.046,26.595,90.1919364929199,22.0,14.8,8.2,9.3
BEL-2018,BEL,2018.0,21.773218,40.638546,37.588238,68.2,2531.25,64.45,4755.15,60.75,2223.925,1397.7513333333336,322.21133333333336,2662.991,410.9093333333333,55.4,49.3,0.092,0.077,0.085,0.082,15.4,,28.77,,,,90.1919364929199,22.6,15.2,8.4,9.2
BEL-2018,BEL,2018.0,21.773218,40.638546,37.588238,68.2,2531.25,64.45,4755.15,60.75,2223.925,1397.7513333333336,322.21133333333336,2662.991,410.9093333333333,55.4,49.3,0.092,0.077,0.085,0.082,18.9,,28.77,,,,90.1919364929199,22.6,15.2,8.4,9.2
BEL-2018,BEL,2018.0,21.773218,40.638546,37.588238,68.2,2531.25,64.45,4755.15,60.75,2223.925,1397.7513333333336,322.21133333333336,2662.991,410.9093333333333,55.4,49.3,0.092,0.077,0.085,0.082,12.1,,28.77,,,,90.1919364929199,22.6,15.2,8.4,9.2
BEL-2019,BEL,2019.0,21.313864,40.67009,38.016045,68.85,2566.9,65.3,4832.025,61.675,2265.1,,,,,,,0.085,0.073,0.105,0.081,,,28.902,,,,90.1919364929199,,,,9.2
BEL-2020,BEL,2020.0,20.218918,42.442284,37.338799,68.05,2556.4,64.45,4802.175,60.825,2245.775,,,,,,,,,,,,,,,,,90.1919364929199,,,,
BRA-2007,BRA,2007.0,63.191654,9.6238279,27.184517,,,,20382.95,,,,,,,,,,,,,15.6,,,,,,,9.3,5.5,2.1,6.9
BRA-2007,BRA,2007.0,63.191654,9.6238279,27.184517,,,,20382.95,,,,,,,,,,,,,19.5,,,,,,,9.3,5.5,2.1,6.9
BRA-2007,BRA,2007.0,63.191654,9.6238279,27.184517,,,,20382.95,,,,,,,,,,,,,12.3,,,,,,,9.3,5.5,2.1,6.9
BRA-2008,BRA,2008.0,61.161831,10.795494,28.042675,,,,21070.63,,,,,,,,,,,,,14.8,,,,,,,9.4,5.6,2.2,6.8
BRA-2008,BRA,2008.0,61.161831,10.795494,28.042675,,,,21070.63,,,,,,,,,,,,,18.0,,,,,,,9.4,5.6,2.2,6.8
BRA-2008,BRA,2008.0,61.161831,10.795494,28.042675,,,,21070.63,,,,,,,,,,,,,12.0,,,,,,,9.4,5.6,2.2,6.8
BRA-2009,BRA,2009.0,59.32708,10.863071,29.809849,,,,21232.7,,,,,,,,,0.307,0.174,0.074,0.206,14.3,,,,,,,9.5,5.6,2.1,7.0
BRA-2009,BRA,2009.0,59.32708,10.863071,29.809849,,,,21232.7,,,,,,,,,0.307,0.174,0.074,0.206,17.5,,,,,,,9.5,5.6,2.1,7.0
BRA-2009,BRA,2009.0,59.32708,10.863071,29.809849,,,,21232.7,,,,,,,,,0.307,0.174,0.074,0.206,11.5,,,,,,,9.5,5.6,2.1,7.0
BRA-2011,BRA,2011.0,56.729549,11.614742,31.655708,,,,22432.87,,,,,,,,,0.308,0.18,0.082,0.209,13.4,,,,,,85.9829187393188,9.5,5.7,2.3,7.1
BRA-2011,BRA,2011.0,56.729549,11.614742,31.655708,,,,22432.87,,,,,,,,,0.308,0.18,0.082,0.209,16.5,,,,,,85.9829187393188,9.5,5.7,2.3,7.1
BRA-2011,BRA,2011.0,56.729549,11.614742,31.655708,,,,22432.87,,,,,,,,,0.308,0.18,0.082,0.209,10.7,,,,,,85.9829187393188,9.5,5.7,2.3,7.1
BRA-2012,BRA,2012.0,54.996342,12.993286,32.010372,,,,22921.55,,,,,,,,,,,,,12.1,,,,,,85.9829187393188,9.7,5.9,2.4,7.1
BRA-2012,BRA,2012.0,54.996342,12.993286,32.010372,,,,22921.55,,,,,,,,,,,,,15.5,,,,,,85.9829187393188,9.7,5.9,2.4,7.1
BRA-2012,BRA,2012.0,54.996342,12.993286,32.010372,,,,22921.55,,,,,,,,,,,,,9.2,,,,,,85.9829187393188,9.7,5.9,2.4,7.1
BRA-2013,BRA,2013.0,53.588863,13.746482,32.664654,,,,23089.2,,,,,,,,,0.3,0.173,0.078,0.2,11.3,,,,,,85.9829187393188,9.8,5.9,2.4,6.9
BRA-2013,BRA,2013.0,53.588863,13.746482,32.664654,,,,23089.2,,,,,,,,,0.3,0.173,0.078,0.2,14.4,,,,,,85.9829187393188,9.8,5.9,2.4,6.9
BRA-2013,BRA,2013.0,53.588863,13.746482,32.664654,,,,23089.2,,,,,,,,,0.3,0.173,0.078,0.2,8.6,,,,,,85.9829187393188,9.8,5.9,2.4,6.9
BRA-2014,BRA,2014.0,52.637005,14.321353,33.041641,,,,23063.96,,,,,,,,,,,,,10.8,,,,,,85.9829187393188,9.8,5.8,2.3,6.9
BRA-2014,BRA,2014.0,52.637005,14.321353,33.041641,,,,23063.96,,,,,,,,,,,,,12.8,,,,,,85.9829187393188,9.8,5.8,2.3,6.9
BRA-2014,BRA,2014.0,52.637005,14.321353,33.041641,,,,23063.96,,,,,,,,,,,,,9.0,,,,,,85.9829187393188,9.8,5.8,2.3,6.9
BRA-2015,BRA,2015.0,51.127499,14.794608,34.077896,,,,,,,,,,,,,,,,,10.4,,,,,,85.9829187393188,10.2,6.1,2.5,6.6
BRA-2015,BRA,2015.0,51.127499,14.794608,34.077896,,,,,,,,,,,,,,,,,12.8,,,,,,85.9829187393188,10.2,6.1,2.5,6.6
BRA-2015,BRA,2015.0,51.127499,14.794608,34.077896,,,,,,,,,,,,,,,,,8.3,,,,,,85.9829187393188,10.2,6.1,2.5,6.6
BRA-2016,BRA,2016.0,48.828545,16.858622,34.312836,,,,,,,,,,,,,0.341,0.189,0.05,0.215,10.2,,,,,,85.9829187393188,10.3,6.1,2.4,6.4
BRA-2016,BRA,2016.0,48.828545,16.858622,34.312836,,,,,,,,,,,,,0.341,0.189,0.05,0.215,12.7,,,,,,85.9829187393188,10.3,6.1,2.4,6.4
BRA-2016,BRA,2016.0,48.828545,16.858622,34.312836,,,,,,,,,,,,,0.341,0.189,0.05,0.215,8.0,,,,,,85.9829187393188,10.3,6.1,2.4,6.4
BRA-2017,BRA,2017.0,48.041367,17.146753,34.811878,,,,,,,,,,,,,,,,,10.1,,,,,,85.9829187393188,10.9,6.5,2.6,6.3
BRA-2017,BRA,2017.0,48.041367,17.146753,34.811878,,,,,,,,,,,,,,,,,13.2,,,,,,85.9829187393188,10.9,6.5,2.6,6.3
BRA-2017,BRA,2017.0,48.041367,17.146753,34.811878,,,,,,,,,,,,,,,,,7.5,,,,,,85.9829187393188,10.9,6.5,2.6,6.3
BRA-2018,BRA,2018.0,46.323441,18.355165,35.321396,,,,,,,,,,,,,,,,,9.3,,,,,,85.9829187393188,10.8,6.5,2.6,6.2
BRA-2018,BRA,2018.0,46.323441,18.355165,35.321396,,,,,,,,,,,,,,,,,12.1,,,,,,85.9829187393188,10.8,6.5,2.6,6.2
BRA-2018,BRA,2018.0,46.323441,18.355165,35.321396,,,,,,,,,,,,,,,,,6.9,,,,,,85.9829187393188,10.8,6.5,2.6,6.2
BRA-2019,BRA,2019.0,45.144974,18.71954,36.135487,,,,,,,,,,,,,,,,,9.8,,,,,,85.9829187393188,11.1,6.7,2.7,6.1
BRA-2019,BRA,2019.0,45.144974,18.71954,36.135487,,,,,,,,,,,,,,,,,12.3,,,,,,85.9829187393188,11.1,6.7,2.7,6.1
BRA-2019,BRA,2019.0,45.144974,18.71954,36.135487,,,,,,,,,,,,,,,,,7.7,,,,,,85.9829187393188,11.1,6.7,2.7,6.1
BRA-2020,BRA,2020.0,42.072502,20.057917,37.869579,,,,,,,,,,,,,,,,,9.5,,,,,,85.9829187393188,,,,
BRA-2020,BRA,2020.0,42.072502,20.057917,37.869579,,,,,,,,,,,,,,,,,11.7,,,,,,85.9829187393188,,,,
BRA-2020,BRA,2020.0,42.072502,20.057917,37.869579,,,,,,,,,,,,,,,,,7.6,,,,,,85.9829187393188,,,,
CAN-1990,CAN,1990.0,31.034004,28.036085,40.929909,77.86667,7277.25,70.35,13086.39,62.79167,5809.133,,,,,,,0.159,0.11,0.071,0.119,28.2,3.398,17.483,5679.156,,,,21.3,12.9,5.3,8.5
CAN-1990,CAN,1990.0,31.034004,28.036085,40.929909,77.86667,7277.25,70.35,13086.39,62.79167,5809.133,,,,,,,0.159,0.11,0.071,0.119,29.8,3.398,17.483,5679.156,,,,21.3,12.9,5.3,8.5
CAN-1990,CAN,1990.0,31.034004,28.036085,40.929909,77.86667,7277.25,70.35,13086.39,62.79167,5809.133,,,,,,,0.159,0.11,0.071,0.119,26.7,3.398,17.483,5679.156,,,,21.3,12.9,5.3,8.5
CAN-1991,CAN,1991.0,29.99659,28.271395,41.732014,74.61667,7066.892,68.25833,12857.36,61.86666,5790.458,,,,,,,0.157,0.115,0.045,0.118,25.9,3.742,19.714,6241.063,,,,22.3,13.4,5.3,8.2
CAN-1991,CAN,1991.0,29.99659,28.271395,41.732014,74.61667,7066.892,68.25833,12857.36,61.86666,5790.458,,,,,,,0.157,0.115,0.045,0.118,26.2,3.742,19.714,6241.063,,,,22.3,13.4,5.3,8.2
CAN-1991,CAN,1991.0,29.99659,28.271395,41.732014,74.61667,7066.892,68.25833,12857.36,61.86666,5790.458,,,,,,,0.157,0.115,0.045,0.118,25.6,3.742,19.714,6241.063,,,,22.3,13.4,5.3,8.2
CAN-1992,CAN,1992.0,28.664516,29.020555,42.314926,72.625,6960.775,66.80833,12730.92,60.98333,5770.125,,,,,,,0.155,0.121,0.038,0.121,,4.079,20.358,6456.219,,,,21.5,13.3,5.7,7.8
CAN-1993,CAN,1993.0,26.689636,30.386959,42.923405,72.375,6994.017,66.45834,12792.75,60.53333,5798.717,,,,,,,0.16,0.114,0.044,0.119,,4.28,20.288,6563.265,,,,21.7,13.4,5.6,7.5
CAN-1994,CAN,1994.0,26.150627,33.485878,40.363495,73.0,7141.892,67.025,13058.74,61.09167,5916.858,493.5016666666666,110.61966666666667,985.529,196.851,,48.6,0.15,0.118,0.031,0.117,25.5,4.343,19.196,6390.864,,,,21.3,13.1,5.4,7.4
CAN-1994,CAN,1994.0,26.150627,33.485878,40.363495,73.0,7141.892,67.025,13058.74,61.09167,5916.858,493.5016666666666,110.61966666666667,985.529,196.851,,48.6,0.15,0.118,0.031,0.117,27.5,4.343,19.196,6390.864,,,,21.3,13.1,5.4,7.4
CAN-1994,CAN,1994.0,26.150627,33.485878,40.363495,73.0,7141.892,67.025,13058.74,61.09167,5916.858,493.5016666666666,110.61966666666667,985.529,196.851,,48.6,0.15,0.118,0.031,0.117,23.6,4.343,19.196,6390.864,,,,21.3,13.1,5.4,7.4
CAN-1995,CAN,1995.0,24.862947,34.537247,40.599808,73.43333,7260.792,67.525,13295.38,61.59167,6034.583,,,,,,,0.157,0.118,0.032,0.118,,4.435,18.295,6173.405,17.047,20.292,,22.0,13.5,5.6,7.4
CAN-1996,CAN,1996.0,23.648046,35.634304,40.717648,73.15833,7319.125,67.35,13420.13,61.50834,6101.0,495.7896666666666,117.70233333333334,1004.0705,206.92433333333332,,48.0,0.169,0.121,0.038,0.124,24.5,4.605,17.494,5976.587,,,,21.8,13.4,5.7,7.4
CAN-1996,CAN,1996.0,23.648046,35.634304,40.717648,73.15833,7319.125,67.35,13420.13,61.50834,6101.0,495.7896666666666,117.70233333333334,1004.0705,206.92433333333332,,48.0,0.169,0.121,0.038,0.124,27.0,4.605,17.494,5976.587,,,,21.8,13.4,5.7,7.4
CAN-1996,CAN,1996.0,23.648046,35.634304,40.717648,73.15833,7319.125,67.35,13420.13,61.50834,6101.0,495.7896666666666,117.70233333333334,1004.0705,206.92433333333332,,48.0,0.169,0.121,0.038,0.124,22.1,4.605,17.494,5976.587,,,,21.8,13.4,5.7,7.4
CAN-1997,CAN,1997.0,22.245962,37.415951,40.338089,73.83334,7473.975,67.98333,13708.17,62.11666,6234.183,,,,,,,0.161,0.126,0.037,0.125,,4.751,16.885,5952.396,15.79,19.219,,20.3,12.4,5.1,7.2
CAN-1998,CAN,1998.0,21.320238,38.258327,40.421432,74.35,7616.7,68.95,14047.01,63.49166,6430.292,540.7166666666667,128.90099999999998,1104.5075,228.95466666666667,,50.6,0.161,0.124,0.043,0.124,23.8,5.079,16.975,6186.466,,,,20.1,12.3,5.1,7.3
CAN-1998,CAN,1998.0,21.320238,38.258327,40.421432,74.35,7616.7,68.95,14047.01,63.49166,6430.292,540.7166666666667,128.90099999999998,1104.5075,228.95466666666667,,50.6,0.161,0.124,0.043,0.124,25.4,5.079,16.975,6186.466,,,,20.1,12.3,5.1,7.3
CAN-1998,CAN,1998.0,21.320238,38.258327,40.421432,74.35,7616.7,68.95,14047.01,63.49166,6430.292,540.7166666666667,128.90099999999998,1104.5075,228.95466666666667,,50.6,0.161,0.124,0.043,0.124,22.3,5.079,16.975,6186.466,,,,20.1,12.3,5.1,7.3
CAN-1999,CAN,1999.0,20.417206,39.376038,40.206757,75.36667,7791.742,69.98333,14401.98,64.625,6610.242,,,,,,,0.147,0.119,0.042,0.117,,4.929,15.992,6079.305,14.987,18.585,,21.6,13.3,5.5,7.5
CAN-2000,CAN,2000.0,19.332481,40.105782,40.561737,76.15833,7971.033,70.9,14760.13,65.63333,6789.083,,,,,,,0.15,0.122,0.052,0.12,,4.974,15.709,6166.271,,,,18.5,11.6,5.1,7.6
CAN-2001,CAN,2001.0,18.011751,41.881519,40.106728,75.675,8025.267,70.79166,14932.3,65.86667,6907.042,635.0153333333334,145.08166666666668,1316.459,275.95733333333334,,48.2,0.147,0.118,0.051,0.117,22.4,5.248,16.141,6399.034,15.416,19.412,,18.8,11.8,5.2,7.6
CAN-2001,CAN,2001.0,18.011751,41.881519,40.106728,75.675,8025.267,70.79166,14932.3,65.86667,6907.042,635.0153333333334,145.08166666666668,1316.459,275.95733333333334,,48.2,0.147,0.118,0.051,0.117,24.7,5.248,16.141,6399.034,15.416,19.412,,18.8,11.8,5.2,7.6
CAN-2001,CAN,2001.0,18.011751,41.881519,40.106728,75.675,8025.267,70.79166,14932.3,65.86667,6907.042,635.0153333333334,145.08166666666668,1316.459,275.95733333333334,,48.2,0.147,0.118,0.051,0.117,20.2,5.248,16.141,6399.034,15.416,19.412,,18.8,11.8,5.2,7.6
CAN-2002,CAN,2002.0,17.321903,42.873188,39.804909,75.85833,8173.792,71.41666,15291.33,66.94167,7117.55,,,,,,,0.154,0.124,0.063,0.123,,5.359,16.152,6508.876,,,,18.7,11.6,5.0,7.7
CAN-2003,CAN,2003.0,16.267523,44.123833,39.608646,76.375,8340.908,72.18333,15660.84,67.975,7319.942,704.9030000000001,153.695,1461.6085,302.836,,49.4,0.156,0.125,0.058,0.124,18.7,5.308,16.233,6620.774,15.485,19.58,,18.7,11.8,5.3,7.7
CAN-2003,CAN,2003.0,16.267523,44.123833,39.608646,76.375,8340.908,72.18333,15660.84,67.975,7319.942,704.9030000000001,153.695,1461.6085,302.836,,49.4,0.156,0.125,0.058,0.124,20.5,5.308,16.233,6620.774,15.485,19.58,,18.7,11.8,5.3,7.7
CAN-2003,CAN,2003.0,16.267523,44.123833,39.608646,76.375,8340.908,72.18333,15660.84,67.975,7319.942,704.9030000000001,153.695,1461.6085,302.836,,49.4,0.156,0.125,0.058,0.124,17.0,5.308,16.233,6620.774,15.485,19.58,,18.7,11.8,5.3,7.7
CAN-2004,CAN,2004.0,15.686501,44.548969,39.76453,76.575,8463.275,72.45,15915.03,68.34167,7451.742,752.7049999999999,164.674,1565.731,324.44866666666667,56.8,,0.166,0.129,0.059,0.129,,5.427,16.232,6763.097,,,,17.3,11.2,5.4,7.8
CAN-2005,CAN,2005.0,14.816504,45.976749,39.206749,76.59167,8578.934,72.44167,16123.52,68.225,7544.583,791.982,174.22266666666667,1650.4734999999998,341.6666666666667,57.7,48.2,0.15,0.124,0.07,0.123,17.3,5.455,16.087,6841.155,15.407,19.596,,17.7,11.3,5.3,8.0
CAN-2005,CAN,2005.0,14.816504,45.976749,39.206749,76.59167,8578.934,72.44167,16123.52,68.225,7544.583,791.982,174.22266666666667,1650.4734999999998,341.6666666666667,57.7,48.2,0.15,0.124,0.07,0.123,19.2,5.455,16.087,6841.155,15.407,19.596,,17.7,11.3,5.3,8.0
CAN-2005,CAN,2005.0,14.816504,45.976749,39.206749,76.59167,8578.934,72.44167,16123.52,68.225,7544.583,791.982,174.22266666666667,1650.4734999999998,341.6666666666667,57.7,48.2,0.15,0.124,0.07,0.123,15.6,5.455,16.087,6841.155,15.407,19.596,,17.7,11.3,5.3,8.0
CAN-2006,CAN,2006.0,14.457152,46.881516,38.661331,76.725,8689.283,72.70834,16375.0,68.70834,7685.692,,,,,,,0.162,0.128,0.071,0.129,,5.478,16.347,7053.877,,,,17.5,11.0,5.0,8.2
CAN-2007,CAN,2007.0,13.494848,48.181564,38.323586,77.075,8840.9,73.325,16719.09,69.56667,7878.183,885.902,198.52066666666667,1859.53,387.118,,49.1,0.168,0.126,0.078,0.129,18.2,5.305,16.261,7071.795,15.759,19.95,,16.5,10.7,5.1,8.4
CAN-2007,CAN,2007.0,13.494848,48.181564,38.323586,77.075,8840.9,73.325,16719.09,69.56667,7878.183,885.902,198.52066666666667,1859.53,387.118,,49.1,0.168,0.126,0.078,0.129,20.4,5.305,16.261,7071.795,15.759,19.95,,16.5,10.7,5.1,8.4
CAN-2007,CAN,2007.0,13.494848,48.181564,38.323586,77.075,8840.9,73.325,16719.09,69.56667,7878.183,885.902,198.52066666666667,1859.53,387.118,,49.1,0.168,0.126,0.078,0.129,16.1,5.305,16.261,7071.795,15.759,19.95,,16.5,10.7,5.1,8.4
CAN-2008,CAN,2008.0,13.003522,48.706802,38.289677,77.06667,8961.767,73.35,16959.1,69.63333,7997.342,920.552,204.34866666666665,1929.576,399.16533333333336,60.0,49.5,0.156,0.124,0.093,0.127,17.5,4.576,16.349,7033.773,,,,16.7,10.9,5.3,8.4
CAN-2008,CAN,2008.0,13.003522,48.706802,38.289677,77.06667,8961.767,73.35,16959.1,69.63333,7997.342,920.552,204.34866666666665,1929.576,399.16533333333336,60.0,49.5,0.156,0.124,0.093,0.127,20.0,4.576,16.349,7033.773,,,,16.7,10.9,5.3,8.4
CAN-2008,CAN,2008.0,13.003522,48.706802,38.289677,77.06667,8961.767,73.35,16959.1,69.63333,7997.342,920.552,204.34866666666665,1929.576,399.16533333333336,60.0,49.5,0.156,0.124,0.093,0.127,15.1,4.576,16.349,7033.773,,,,16.7,10.9,5.3,8.4
CAN-2009,CAN,2009.0,12.468069,49.290722,38.241207,73.81667,8706.158,71.26667,16685.32,68.675,7979.158,949.0286666666666,204.87733333333333,1978.296,403.1686666666666,,50.0,0.163,0.133,0.094,0.134,16.2,5.023,18.08,7579.26,17.678,21.661,,17.7,11.2,5.1,8.4
CAN-2009,CAN,2009.0,12.468069,49.290722,38.241207,73.81667,8706.158,71.26667,16685.32,68.675,7979.158,949.0286666666666,204.87733333333333,1978.296,403.1686666666666,,50.0,0.163,0.133,0.094,0.134,18.3,5.023,18.08,7579.26,17.678,21.661,,17.7,11.2,5.1,8.4
CAN-2009,CAN,2009.0,12.468069,49.290722,38.241207,73.81667,8706.158,71.26667,16685.32,68.675,7979.158,949.0286666666666,204.87733333333333,1978.296,403.1686666666666,,50.0,0.163,0.133,0.094,0.134,14.2,5.023,18.08,7579.26,17.678,21.661,,17.7,11.2,5.1,8.4
CAN-2010,CAN,2010.0,11.736887,50.311695,37.95142,74.10833,8849.134,71.29166,16907.31,68.49167,8058.167,994.3336666666668,220.14033333333336,2083.1155000000003,427.7433333333333,,50.6,0.157,0.13,0.1,0.131,16.3,5.263,17.594,7522.871,,,92.0710980892181,17.4,11.3,5.5,8.4
CAN-2010,CAN,2010.0,11.736887,50.311695,37.95142,74.10833,8849.134,71.29166,16907.31,68.49167,8058.167,994.3336666666668,220.14033333333336,2083.1155000000003,427.7433333333333,,50.6,0.157,0.13,0.1,0.131,19.0,5.263,17.594,7522.871,,,92.0710980892181,17.4,11.3,5.5,8.4
CAN-2010,CAN,2010.0,11.736887,50.311695,37.95142,74.10833,8849.134,71.29166,16907.31,68.49167,8058.167,994.3336666666668,220.14033333333336,2083.1155000000003,427.7433333333333,,50.6,0.157,0.13,0.1,0.131,13.7,5.263,17.594,7522.871,,,92.0710980892181,17.4,11.3,5.5,8.4
CAN-2011,CAN,2011.0,11.368477,51.033012,37.598511,74.85,9020.559,71.71667,17171.71,68.6,8151.15,1015.937,217.77066666666667,2119.6850000000004,430.51933333333335,60.4,50.5,0.157,0.129,0.101,0.131,15.7,5.223,17.078,7430.225,16.719,20.823,92.0710980892181,16.9,10.9,5.4,8.2
CAN-2011,CAN,2011.0,11.368477,51.033012,37.598511,74.85,9020.559,71.71667,17171.71,68.6,8151.15,1015.937,217.77066666666667,2119.6850000000004,430.51933333333335,60.4,50.5,0.157,0.129,0.101,0.131,17.4,5.223,17.078,7430.225,16.719,20.823,92.0710980892181,16.9,10.9,5.4,8.2
CAN-2011,CAN,2011.0,11.368477,51.033012,37.598511,74.85,9020.559,71.71667,17171.71,68.6,8151.15,1015.937,217.77066666666667,2119.6850000000004,430.51933333333335,60.4,50.5,0.157,0.129,0.101,0.131,14.0,5.223,17.078,7430.225,16.719,20.823,92.0710980892181,16.9,10.9,5.4,8.2
CAN-2012,CAN,2012.0,11.035321,52.305416,36.659264,74.96667,9113.033,71.925,17362.9,68.86667,8249.833,1044.517,220.24966666666668,2173.382,437.73766666666666,,50.9,0.167,0.132,0.089,0.133,16.1,5.396,17.219,7552.47,,,92.0710980892181,16.9,11.0,5.3,8.3
CAN-2012,CAN,2012.0,11.035321,52.305416,36.659264,74.96667,9113.033,71.925,17362.9,68.86667,8249.833,1044.517,220.24966666666668,2173.382,437.73766666666666,,50.9,0.167,0.132,0.089,0.133,18.7,5.396,17.219,7552.47,,,92.0710980892181,16.9,11.0,5.3,8.3
CAN-2012,CAN,2012.0,11.035321,52.305416,36.659264,74.96667,9113.033,71.925,17362.9,68.86667,8249.833,1044.517,220.24966666666668,2173.382,437.73766666666666,,50.9,0.167,0.132,0.089,0.133,13.5,5.396,17.219,7552.47,,,92.0710980892181,16.9,11.0,5.3,8.3
CAN-2013,CAN,2013.0,10.45779,52.971439,36.57077,75.175,9217.366,72.29166,17585.13,69.38333,8367.75,1070.3956666666666,219.13,2219.584,442.6603333333334,62.0,52.1,0.169,0.131,0.086,0.132,14.9,5.544,16.978,7551.404,16.615,20.998,92.0710980892181,17.2,11.2,5.6,8.2
CAN-2013,CAN,2013.0,10.45779,52.971439,36.57077,75.175,9217.366,72.29166,17585.13,69.38333,8367.75,1070.3956666666666,219.13,2219.584,442.6603333333334,62.0,52.1,0.169,0.131,0.086,0.132,16.9,5.544,16.978,7551.404,16.615,20.998,92.0710980892181,17.2,11.2,5.6,8.2
CAN-2013,CAN,2013.0,10.45779,52.971439,36.57077,75.175,9217.366,72.29166,17585.13,69.38333,8367.75,1070.3956666666666,219.13,2219.584,442.6603333333334,62.0,52.1,0.169,0.131,0.086,0.132,12.9,5.544,16.978,7551.404,16.615,20.998,92.0710980892181,17.2,11.2,5.6,8.2
CAN-2014,CAN,2014.0,10.011459,53.61496,36.373581,75.16666,9289.075,72.13333,17677.18,69.1,8388.125,1093.481,225.90366666666668,2273.534,455.542,,52.5,0.149,0.127,0.092,0.126,14.0,5.698,16.903,7618.761,,,92.0710980892181,17.7,11.7,6.0,8.0
CAN-2014,CAN,2014.0,10.011459,53.61496,36.373581,75.16666,9289.075,72.13333,17677.18,69.1,8388.125,1093.481,225.90366666666668,2273.534,455.542,,52.5,0.149,0.127,0.092,0.126,16.3,5.698,16.903,7618.761,,,92.0710980892181,17.7,11.7,6.0,8.0
CAN-2014,CAN,2014.0,10.011459,53.61496,36.373581,75.16666,9289.075,72.13333,17677.18,69.1,8388.125,1093.481,225.90366666666668,2273.534,455.542,,52.5,0.149,0.127,0.092,0.126,11.7,5.698,16.903,7618.761,,,92.0710980892181,17.7,11.7,6.0,8.0
CAN-2015,CAN,2015.0,9.5978909,55.17366,35.228447,75.50833,9362.533,72.35833,17793.99,69.20834,8431.475,1117.797,230.91666666666663,2323.0145,464.21266666666673,64.2,52.4,0.17,0.14,0.11,0.141,13.1,6.179,17.931,8073.993,17.466,22.419,92.0710980892181,18.1,12.0,6.2,8.0
CAN-2015,CAN,2015.0,9.5978909,55.17366,35.228447,75.50833,9362.533,72.35833,17793.99,69.20834,8431.475,1117.797,230.91666666666663,2323.0145,464.21266666666673,64.2,52.4,0.17,0.14,0.11,0.141,14.9,6.179,17.931,8073.993,17.466,22.419,92.0710980892181,18.1,12.0,6.2,8.0
CAN-2015,CAN,2015.0,9.5978909,55.17366,35.228447,75.50833,9362.533,72.35833,17793.99,69.20834,8431.475,1117.797,230.91666666666663,2323.0145,464.21266666666673,64.2,52.4,0.17,0.14,0.11,0.141,11.3,6.179,17.931,8073.993,17.466,22.419,92.0710980892181,18.1,12.0,6.2,8.0
CAN-2016,CAN,2016.0,9.3911886,56.265068,34.343746,75.275,9393.892,72.33334,17911.57,69.35,8517.675,1197.4333333333332,265.60266666666666,2527.654,521.0026666666666,,53.1,0.141,0.122,0.109,0.124,12.5,6.162,18.279,8263.794,,,92.0710980892181,16.1,10.7,5.6,8.1
CAN-2016,CAN,2016.0,9.3911886,56.265068,34.343746,75.275,9393.892,72.33334,17911.57,69.35,8517.675,1197.4333333333332,265.60266666666666,2527.654,521.0026666666666,,53.1,0.141,0.122,0.109,0.124,14.2,6.162,18.279,8263.794,,,92.0710980892181,16.1,10.7,5.6,8.1
CAN-2016,CAN,2016.0,9.3911886,56.265068,34.343746,75.275,9393.892,72.33334,17911.57,69.35,8517.675,1197.4333333333332,265.60266666666666,2527.654,521.0026666666666,,53.1,0.141,0.122,0.109,0.124,10.8,6.162,18.279,8263.794,,,92.0710980892181,16.1,10.7,5.6,8.1
CAN-2017,CAN,2017.0,8.8729382,56.71452,34.412544,76.19167,9602.967,73.15833,18281.06,70.1,8678.116,1222.959,269.4916666666667,2580.666,530.8183333333334,60.4,53.8,0.114,0.121,0.123,0.12,12.0,7.07,18.022,8277.611,17.51,23.123,92.0710980892181,16.9,11.1,5.5,8.2
CAN-2017,CAN,2017.0,8.8729382,56.71452,34.412544,76.19167,9602.967,73.15833,18281.06,70.1,8678.116,1222.959,269.4916666666667,2580.666,530.8183333333334,60.4,53.8,0.114,0.121,0.123,0.12,14.2,7.07,18.022,8277.611,17.51,23.123,92.0710980892181,16.9,11.1,5.5,8.2
CAN-2017,CAN,2017.0,8.8729382,56.71452,34.412544,76.19167,9602.967,73.15833,18281.06,70.1,8678.116,1222.959,269.4916666666667,2580.666,530.8183333333334,60.4,53.8,0.114,0.121,0.123,0.12,10.0,7.07,18.022,8277.611,17.51,23.123,92.0710980892181,16.9,11.1,5.5,8.2
